source, interaction, target
Polistes dominula, eats , Salvia rosmarinus 
Polistes dominula, eats , Asclepias incarnata 
Polistes dominula, eats , Achillea millefolium 
Polistes dominula, eats , Eschscholzia californica 
Polyommatus icarus, visitsFlowersOf , Campanula portenschlagiana 
Polyommatus icarus, visitsFlowersOf , Calluna vulgaris 
Helophilus trivittatus, visitsFlowersOf , Lythrum salicaria 
Lucilia sericata, visitsFlowersOf , Daucus carota 
Agalenatea redii, preysOn , Platynus assimilis 
Agalenatea redii, preysOn , Carabus nemoralis 
Agalenatea redii, preysOn , Pterostichus vernalis 
Agalenatea redii, preysOn , Pterostichus minor 
Agalenatea redii, preysOn , Harpalus distinguendus 
Agalenatea redii, preysOn , Harpalus rufipes 
Agalenatea redii, preysOn , Chaetocnema hortensis 
Agalenatea redii, preysOn , Atomaria nigriventris 
Agalenatea redii, preysOn , Longitarsus pratensis 
Agalenatea redii, preysOn , Syntomus truncatellus 
Agalenatea redii, preysOn , Diachromus germanus 
Agalenatea redii, preysOn , Limobius borealis 
Agalenatea redii, preysOn , Epitrix pubescens 
Agalenatea redii, preysOn , Phyllotreta nigripes 
Agalenatea redii, preysOn , Neocrepidodera ferruginea 
Agalenatea redii, preysOn , Chrysolina haemoptera 
Agalenatea redii, preysOn , Barypeithes pellucidus 
Agalenatea redii, preysOn , Otiorhynchus raucus 
Agalenatea redii, preysOn , Sciaphilus asperatus 
Agalenatea redii, preysOn , Nebria brevicollis 
Agalenatea redii, preysOn , Megasternum concinnum 
Agalenatea redii, preysOn , Mecinus pyraster 
Agalenatea redii, preysOn , Rhinoncus castor 
Agalenatea redii, preysOn , Ceutorhynchus floralis 
Agalenatea redii, preysOn , Hypera meles 
Agalenatea redii, preysOn , Sitona lepidus 
Agalenatea redii, preysOn , Tanymecus palliatus 
Agalenatea redii, preysOn , Hypera postica 
Agalenatea redii, preysOn , Ceutorhynchus erysimi 
Agalenatea redii, preysOn , Cassida vibex 
Agalenatea redii, preysOn , Trechus quadristriatus 
Agalenatea redii, preysOn , Poecilus cupreus 
Agalenatea redii, preysOn , Carabus auratus 
Metellina segmentata, preysOn , Dalopius marginatus 
Metellina segmentata, preysOn , Tapinocyba insecta 
Metellina segmentata, preysOn , Microneta viaria 
Metellina segmentata, preysOn , Geostiba circellaris 
Metellina segmentata, preysOn , Mocyta fungi 
Metellina segmentata, preysOn , Habrocerus capillaricornis 
Coenonympha pamphilus, eats , Deschampsia cespitosa 
Coenonympha pamphilus, eats , Cynosurus cristatus 
Coenonympha pamphilus, visitsFlowersOf , Trifolium arvense 
Vanessa atalanta, visitsFlowersOf , Salvia rosmarinus 
Vanessa atalanta, visitsFlowersOf , Ligustrum sinense 
Vanessa atalanta, visitsFlowersOf , Eutrochium maculatum 
Vanessa atalanta, visitsFlowersOf , Daucus carota 
Vanessa atalanta, visitsFlowersOf , Allium schoenoprasum 
Vanessa atalanta, visitsFlowersOf , Tagetes erecta 
Vanessa atalanta, eats , Raphanus sativus 
Vanessa atalanta, eats , Echinacea purpurea 
Stomorhina lunata, visitsFlowersOf , Calendula arvensis 
Syritta pipiens, visitsFlowersOf , Verbascum sinuatum 
Syritta pipiens, visitsFlowersOf , Symphyotrichum ericoides 
Syritta pipiens, visitsFlowersOf , Achillea filipendulina 
Syritta pipiens, visitsFlowersOf , Coriandrum sativum 
Syritta pipiens, visits , Symphyotrichum ericoides 
Syritta pipiens, eats , Beta vulgaris 
Volucella zonaria, visitsFlowersOf , Sambucus ebulus 
Volucella zonaria, eats , Buddleja davidii 
Volucella bombylans, mutualistOf , Dipsacus fullonum 
Volucella bombylans, mutualistOf , Erigeron philadelphicus 
Volucella bombylans, eats , Knautia arvensis 
Volucella inanis, visitsFlowersOf , Origanum vulgare 
Mallota florea, visitsFlowersOf , Sorbus aucuparia 
Mallota florea, visitsFlowersOf , Mentha aquatica 
Mallota florea, visitsFlowersOf , Plantago lanceolata 
Eristalis tenax, visitsFlowersOf , Helminthotheca echioides 
Eristalis tenax, visitsFlowersOf , Leucanthemum vulgare 
Eristalis tenax, visitsFlowersOf , Solidago canadensis 
Eristalis tenax, visitsFlowersOf , Dasiphora fruticosa 
Eristalis tenax, visitsFlowersOf , Verbascum sinuatum 
Eristalis tenax, visitsFlowersOf , Symphyotrichum laeve 
Eristalis tenax, visitsFlowersOf , Eutrochium maculatum 
Eristalis tenax, visitsFlowersOf , Tanacetum vulgare 
Eristalis tenax, visitsFlowersOf , Rudbeckia hirta 
Eristalis tenax, visitsFlowersOf , Tripleurospermum inodorum 
Eristalis tenax, visitsFlowersOf , Cosmos bipinnatus 
Eristalis tenax, visitsFlowersOf , Tripolium pannonicum 
Eristalis tenax, visitsFlowersOf , Raphanus raphanistrum 
Eristalis tenax, eats , Taraxacum officinale 
Eristalis arbustorum, visitsFlowersOf , Leucanthemum maximum 
Eristalis arbustorum, visitsFlowersOf , Symphyotrichum novae-angliae 
Eristalis arbustorum, visitsFlowersOf , Achillea filipendulina 
Eristalis arbustorum, visits , Symphyotrichum ericoides 
Eristalis arbustorum, eats , Taraxacum officinale 
Eristalis arbustorum, eats , Erigeron karvinskianus 
Eristalis arbustorum, eats , Bellis perennis 
Eristalis pertinax, visitsFlowersOf , Anemone hupehensis 
Eristalis pertinax, visitsFlowersOf , Oenothera biennis 
Eristalis pertinax, visitsFlowersOf , Leucanthemum vulgare 
Eristalis pertinax, visitsFlowersOf , Smyrnium olusatrum 
Eristalis pertinax, visitsFlowersOf , Hypericum patulum 
Eupeodes corollae, visitsFlowersOf , Verbascum sinuatum 
Eupeodes corollae, visitsFlowersOf , Convolvulus arvensis 
Sphaerophoria scripta, visitsFlowersOf , Trifolium campestre 
Sphaerophoria scripta, visitsFlowersOf , Crepis tectorum 
Sphaerophoria scripta, visitsFlowersOf , Bellis sylvestris 
Sphaerophoria scripta, eats , Verbascum sinuatum 
Sphaerophoria scripta, eats , Achillea millefolium 
Scaeva pyrastri, visitsFlowersOf , Salvia rosmarinus 
Scaeva pyrastri, visitsFlowersOf , Cosmos bipinnatus 
Scaeva pyrastri, visitsFlowersOf , Plantago lanceolata 
Scaeva pyrastri, eats , Crepis vesicaria 
Chrysotoxum cautum, visitsFlowersOf , Ranunculus acris 
Neomyia cornicina, visitsFlowersOf , Calendula arvensis 
Mesembrina meridiana, visitsFlowersOf , Bellis perennis 
Musca domestica, mutualistOf , Verbena bracteata 
Cylindromyia bicolor, visitsFlowersOf , Rubia peregrina 
Apis mellifera, pollinates , Argemone mexicana 
Apis mellifera, visitsFlowersOf , Berberis julianae 
Apis mellifera, visitsFlowersOf , Verbascum phlomoides 
Apis mellifera, visitsFlowersOf , Ficaria verna 
Apis mellifera, visitsFlowersOf , Ilex verticillata 
Apis mellifera, visitsFlowersOf , Campanula rapunculoides 
Apis mellifera, visitsFlowersOf , Arctium minus 
Apis mellifera, visitsFlowersOf , Lathyrus latifolius 
Apis mellifera, visitsFlowersOf , Nepeta cataria 
Apis mellifera, visitsFlowersOf , Acer palmatum 
Apis mellifera, visitsFlowersOf , Asclepias speciosa 
Apis mellifera, visitsFlowersOf , Anoda cristata 
Apis mellifera, visitsFlowersOf , Symphyotrichum dumosum 
Apis mellifera, visitsFlowersOf , Erigeron karvinskianus 
Apis mellifera, visitsFlowersOf , Cosmos sulphureus 
Apis mellifera, visitsFlowersOf , Tagetes erecta 
Apis mellifera, visitsFlowersOf , Carpobrotus edulis 
Apis mellifera, visitsFlowersOf , Reseda luteola 
Apis mellifera, visitsFlowersOf , Eryngium amethystinum 
Apis mellifera, visitsFlowersOf , Anemone nemorosa 
Apis mellifera, visitsFlowersOf , Anemonoides blanda 
Apis mellifera, visitsFlowersOf , Prunus dulcis 
Apis mellifera, visitsFlowersOf , Rubus odoratus 
Apis mellifera, visitsFlowersOf , Hydrangea quercifolia 
Apis mellifera, visitsFlowersOf , Vicia villosa 
Apis mellifera, visitsFlowersOf , Nemophila menziesii 
Apis mellifera, visitsFlowersOf , Stachys byzantina 
Apis mellifera, visitsFlowersOf , Ajuga reptans 
Apis mellifera, visitsFlowersOf , Impatiens capensis 
Apis mellifera, visitsFlowersOf , Geranium macrorrhizum 
Apis mellifera, visitsFlowersOf , Viburnum tinus 
Apis mellifera, visitsFlowersOf , Papaver somniferum 
Apis mellifera, visitsFlowersOf , Papaver orientale 
Apis mellifera, visitsFlowersOf , Clethra alnifolia 
Apis mellifera, visitsFlowersOf , Begonia cucullata 
Apis mellifera, visitsFlowersOf , Lonicera caerulea 
Apis mellifera, visitsFlowersOf , Crocus vernus 
Apis mellifera, visits , Koelreuteria paniculata 
Apis mellifera, visits , Helenium autumnale 
Apis mellifera, visits , Taraxacum officinale 
Apis mellifera, visits , Cichorium intybus 
Apis mellifera, visits , Solidago gigantea 
Apis mellifera, visits , Cicuta maculata 
Apis mellifera, visits , Anemone nemorosa 
Apis mellifera, visits , Phacelia tanacetifolia 
Apis mellifera, visits , Lavandula angustifolia 
Apis mellifera, visits , Ocimum basilicum 
Apis mellifera, visits , Lamium amplexicaule 
Apis mellifera, visits , Origanum vulgare 
Apis mellifera, hasHost , Lathyrus latifolius 
Apis mellifera, eats , Salvia yangii 
Apis mellifera, eats , Eriocapitella hupehensis 
Apis mellifera, eats , Epilobium ciliatum 
Apis mellifera, eats , Heliopsis helianthoides 
Apis mellifera, eats , Lobularia maritima 
Apis mellifera, eats , Amorpha fruticosa 
Apis mellifera, eats , Gilia achilleifolia 
Apis mellifera, eats , Nepeta cataria 
Apis mellifera, eats , Monarda didyma 
Apis mellifera, eats , Limnanthes douglasii 
Apis mellifera, eats , Lythrum junceum 
Apis mellifera, eats , Oenothera elata 
Apis mellifera, eats , Asclepias incarnata 
Apis mellifera, eats , Symphyotrichum pilosum 
Apis mellifera, eats , Erigeron canadensis 
Apis mellifera, eats , Madia elegans 
Apis mellifera, eats , Centaurea calcitrapa 
Apis mellifera, eats , Tanacetum vulgare 
Apis mellifera, eats , Rudbeckia hirta 
Apis mellifera, eats , Cosmos sulphureus 
Apis mellifera, eats , Centaurea montana 
Apis mellifera, eats , Sinapis arvensis 
Apis mellifera, eats , Astrantia major 
Apis mellifera, eats , Eranthis hyemalis 
Apis mellifera, eats , Prunus serrulata 
Apis mellifera, eats , Prunus laurocerasus 
Apis mellifera, eats , Hydrangea macrophylla 
Apis mellifera, eats , Mentha arvensis 
Apis mellifera, eats , Salvia nemorosa 
Apis mellifera, eats , Lamium purpureum 
Apis mellifera, eats , Erodium cicutarium 
Apis mellifera, eats , Geranium macrorrhizum 
Apis mellifera, eats , Knautia arvensis 
Apis mellifera, eats , Centranthus ruber 
Apis mellifera, eats , Cucumis sativus 
Apis mellifera, eats , Zantedeschia aethiopica 
Apis mellifera, eats , Tradescantia pallida 
Apis mellifera, eats , Antirrhinum majus 
Vespula vulgaris, visitsFlowersOf , Salix udensis 
Melanostoma scalare, visitsFlowersOf , Ranunculus repens 
Melanostoma scalare, visitsFlowersOf , Chelidonium majus 
Melanostoma scalare, visitsFlowersOf , Smyrnium olusatrum 
Melanostoma scalare, mutualistOf , Poa pratensis 
Eupeodes latifasciatus, visitsFlowersOf , Origanum vulgare 
Volucella bombylans, visitsFlowersOf , Knautia arvensis 
Eristalis tenax, visitsFlowersOf , Buddleja davidii 
Eristalis tenax, pollinates , Calluna vulgaris 
Eristalis tenax, mutualistOf , Oenothera fruticosa 
Syritta pipiens, visitsFlowersOf , Scorzoneroides autumnalis 
Syritta pipiens, visitsFlowersOf , Leucanthemum vulgare 
Episyrphus balteatus, visitsFlowersOf , Dianthus barbatus 
Episyrphus balteatus, visitsFlowersOf , Anthriscus sylvestris 
Episyrphus balteatus, visitsFlowersOf , Daucus carota 
Episyrphus balteatus, visitsFlowersOf , Eruca vesicaria 
Episyrphus balteatus, visitsFlowersOf , Achillea millefolium 
Episyrphus balteatus, pollinates , Calluna vulgaris 
Episyrphus balteatus, pollinates , Cirsium vulgare 
Episyrphus balteatus, pollinates , Potentilla erecta 
Episyrphus balteatus, pollinates , Silene dioica 
Eupeodes corollae, visitsFlowersOf , Ranunculus acris 
Volucella zonaria, visitsFlowersOf , Mentha aquatica 
Stomorhina lunata, pollinates , Dracaena reflexa 
Orgyia antiqua, eats , Betula alleghaniensis 
Orgyia antiqua, eats , Alnus incana 
Orgyia antiqua, eats , Thuja plicata 
Chaetopteryx villosa, eats , Gomphonema parvulum 
Chaetopteryx villosa, eats , Nitzschia recta 
Chaetopteryx villosa, eats , Tabellaria flocculosa 
Chaetopteryx villosa, eats , Pseudostaurosira brevistriata 
Chaetopteryx villosa, eats , Melosira varians 
Chaetopteryx villosa, eats , Navicula cryptocephala 
Chaetopteryx villosa, eats , Diatoma vulgaris 
Chaetopteryx villosa, eats , Nitzschia dissipata 
Chaetopteryx villosa, eats , Sellaphora seminulum 
Vanessa atalanta, visitsFlowersOf , Limonium sinuatum 
Vanessa atalanta, visitsFlowersOf , Verbena bonariensis 
Bombus lapidarius, visitsFlowersOf , Echium pininana 
Bombus lapidarius, visitsFlowersOf , Prunella vulgaris 
Bombus lapidarius, visitsFlowersOf , Scorzoneroides autumnalis 
Bombus lapidarius, visitsFlowersOf , Iris pseudacorus 
Bombus lapidarius, visitsFlowersOf , Lavandula angustifolia 
Bombus lapidarius, visitsFlowersOf , Cirsium arvense 
Bombus lapidarius, visitsFlowersOf , Centaurea nigra 
Bombus lapidarius, visitsFlowersOf , Scabiosa columbaria 
Bombus lapidarius, pollinates , Trifolium pratense 
Bombus lapidarius, pollinates , Trifolium dubium 
Apis mellifera, visitsFlowersOf , Cyanus montanus 
Apis mellifera, visitsFlowersOf , Isatis tinctoria 
Apis mellifera, visitsFlowersOf , Solanum mauritianum 
Apis mellifera, visitsFlowersOf , Cucurbita pepo 
Apis mellifera, visitsFlowersOf , Skimmia japonica 
Apis mellifera, visitsFlowersOf , Scorzoneroides autumnalis 
Apis mellifera, visitsFlowersOf , Centranthus ruber 
Apis mellifera, visitsFlowersOf , Centaurea jacea 
Apis mellifera, visitsFlowersOf , Linaria vulgaris 
Apis mellifera, visitsFlowersOf , Rosa chinensis 
Apis mellifera, visitsFlowersOf , Epilobium hirsutum 
Apis mellifera, visitsFlowersOf , Geranium phaeum 
Apis mellifera, pollinates , Rubus ulmifolius 
Apis mellifera, pollinates , Rosmarinus officinalis 
Apis mellifera, pollinates , Calluna vulgaris 
Apis mellifera, pollinates , Trifolium repens 
Apis mellifera, pollinates , Daucus carota 
Apis mellifera, pollinates , Echium plantagineum 
Apis mellifera, pollinates , Berberis darwinii 
Apis mellifera, pollinates , Galactites tomentosa 
Apis mellifera, mutualistOf , Alternanthera ficoidea 
Apis mellifera, mutualistOf , Sonchus tenerrimus 
Apis mellifera, hasHost , Helianthus annuus 
Apis mellifera, hasHost , Grindelia squarrosa 
Himacerus apterus, visitsFlowersOf , Tanacetum vulgare 
Himacerus apterus, visits , Acer pseudoplatanus 
Noctua fimbriata, hasHost , Acer platanoides 
Noctua fimbriata, eats , Acer platanoides 
Apatura ilia, eats , Ficus carica 
Pararge aegeria, visitsFlowersOf , Laurus nobilis 
Pararge aegeria, visitsFlowersOf , Lantana camara 
Pararge aegeria, visits , Rubus fruticosus 
Pararge aegeria, visits , Impatiens glandulifera 
Mantis religiosa, preysOn , Vanessa atalanta 
Mantis religiosa, eats , Vespula vulgaris 
Polistes dominula, visitsFlowersOf , Ampelopsis heterophylla 
Polistes dominula, visitsFlowersOf , Heliopsis helianthoides 
Polistes dominula, visitsFlowersOf , Taraxacum officinale 
Polistes dominula, visitsFlowersOf , Asclepias syriaca 
Polistes dominula, visitsFlowersOf , Symphyotrichum novae-angliae 
Polistes dominula, visitsFlowersOf , Eryngium campestre 
Polistes dominula, visitsFlowersOf , Lantana camara 
Polistes dominula, visitsFlowersOf , Reynoutria japonica 
Polistes dominula, visitsFlowersOf , Eschscholzia californica 
Polistes dominula, visits , Euonymus japonicus 
Polistes dominula, visits , Ageratina altissima 
Polistes dominula, visits , Heliopsis helianthoides 
Polistes dominula, visits , Monarda fistulosa 
Polistes dominula, visits , Erigeron canadensis 
Polistes dominula, visits , Achillea millefolium 
Polistes dominula, visits , Cirsium arvense 
Polistes dominula, visits , Elaeagnus angustifolia 
Polistes dominula, visits , Anethum graveolens 
Polistes dominula, visits , Eryngium campestre 
Polistes dominula, visits , Seseli libanotis 
Polistes dominula, visits , Lavandula angustifolia 
Polistes dominula, visits , Passiflora caerulea 
Polistes dominula, preysOn , Danaus plexippus 
Polistes dominula, hasHost , Heliopsis helianthoides 
Polistes dominula, eats , Campsis radicans 
Polistes dominula, eats , Heliopsis helianthoides 
Polistes dominula, eats , Lithosia quadra 
Polistes dominula, eats , Asclepias syriaca 
Polistes dominula, eats , Cirsium arvense 
Polistes dominula, eats , Euphorbia oblongata 
Polistes dominula, eats , Hedera helix 
Epistrophe nitidicollis, visitsFlowersOf , Salix alba 
Epistrophe nitidicollis, visitsFlowersOf , Rubus fruticosus 
Epistrophe nitidicollis, visitsFlowersOf , Acer pseudoplatanus 
Epistrophe nitidicollis, visitsFlowersOf , Acer platanoides 
Epistrophe eligans, visitsFlowersOf , Angelica sylvestris 
Epistrophe eligans, visitsFlowersOf , Salix alba 
Epistrophe eligans, visitsFlowersOf , Hedera helix 
Epistrophe eligans, visitsFlowersOf , Malus domestica 
Epistrophe eligans, visitsFlowersOf , Rubus fruticosus 
Epistrophe eligans, visitsFlowersOf , Acer pseudoplatanus 
Epistrophe eligans, visitsFlowersOf , Acer platanoides 
Epistrophe eligans, visitsFlowersOf , Prunus avium 
Melanostoma scalare, visitsFlowersOf , Ficaria verna 
Melanostoma scalare, visitsFlowersOf , Hedera helix 
Melanostoma scalare, visitsFlowersOf , Allium ursinum 
Melanostoma scalare, eats , Clinopodium nepeta 
Polyommatus icarus, visitsFlowersOf , Rubus fruticosus 
Polyommatus icarus, visitsFlowersOf , Trifolium campestre 
Polyommatus icarus, visitsFlowersOf , Heracleum sphondylium 
Polyommatus icarus, visitsFlowersOf , Plantago lanceolata 
Polyommatus icarus, visitsFlowersOf , Cirsium arvense 
Polyommatus icarus, visitsFlowersOf , Scabiosa columbaria 
Polyommatus icarus, eats , Medicago sativa 
Polyommatus icarus, visitsFlowersOf , Eupatorium cannabinum 
Polyommatus icarus, visitsFlowersOf , Jacobaea vulgaris 
Polyommatus icarus, visitsFlowersOf , Trifolium pratense 
Polyommatus icarus, visitsFlowersOf , Trifolium repens 
Polyommatus icarus, visitsFlowersOf , Lythrum salicaria 
Polyommatus icarus, visitsFlowersOf , Erigeron karvinskianus 
Polyommatus icarus, visitsFlowersOf , Centaurea jacea 
Polyommatus icarus, visitsFlowersOf , Tanacetum vulgare 
Polyommatus icarus, visitsFlowersOf , Erigeron annuus 
Polyommatus icarus, visitsFlowersOf , Convolvulus arvensis 
Polyommatus icarus, visitsFlowersOf , Mentha longifolia 
Polyommatus icarus, visits , Hedera helix 
Polyommatus icarus, hasHost , Lotus corniculatus 
Helophilus trivittatus, visitsFlowersOf , Angelica sylvestris 
Helophilus trivittatus, visitsFlowersOf , Salix alba 
Helophilus trivittatus, visitsFlowersOf , Rubus fruticosus 
Helophilus trivittatus, visitsFlowersOf , Mentha suaveolens 
Helophilus trivittatus, visitsFlowersOf , Achillea millefolium 
Helophilus trivittatus, visitsFlowersOf , Cirsium arvense 
Helophilus trivittatus, visitsFlowersOf , Tripolium pannonicum 
Helophilus trivittatus, visitsFlowersOf , Berteroa incana 
Helophilus trivittatus, eats , Leucanthemum vulgare 
Xanthogramma pedissequum, visitsFlowersOf , Angelica sylvestris 
Xanthogramma pedissequum, visitsFlowersOf , Salix alba 
Xanthogramma pedissequum, visitsFlowersOf , Hedera helix 
Xanthogramma pedissequum, visitsFlowersOf , Oxalis dillenii 
Xanthogramma pedissequum, visitsFlowersOf , Rubus fruticosus 
Xanthogramma pedissequum, visitsFlowersOf , Heracleum sphondylium 
Xanthogramma pedissequum, visitsFlowersOf , Mentha suaveolens 
Criorhina berberina, visitsFlowersOf , Salix alba 
Criorhina berberina, visitsFlowersOf , Hedera helix 
Criorhina berberina, visitsFlowersOf , Rubus idaeus 
Criorhina berberina, visitsFlowersOf , Rubus fruticosus 
Criorhina berberina, visitsFlowersOf , Acer pseudoplatanus 
Criorhina berberina, visitsFlowersOf , Acer platanoides 
Lucilia sericata, visitsFlowersOf , Choisya ternata 
Lucilia sericata, visitsFlowersOf , Ruta graveolens 
Lucilia sericata, visitsFlowersOf , Foeniculum vulgare 
Lucilia sericata, visitsFlowersOf , Reynoutria japonica 
Gymnosoma nudifrons, pollinates , Calluna vulgaris 
Cervus elaphus, eats , Hedera helix 
Cervus elaphus, eats , Pseudotsuga menziesii 
Cervus elaphus, eats , Fraxinus excelsior 
Cervus elaphus, eats , Crataegus monogyna 
Cervus elaphus, eats , Rubus idaeus 
Cervus elaphus, eats , Ilex aquifolium 
Cervus elaphus, eats , Symphoricarpos albus 
Apodemus flavicollis, eats , Acer pseudoplatanus 
Apodemus flavicollis, eats , Crataegus monogyna 
Apodemus flavicollis, eats , Quercus robur 
Apodemus flavicollis, eats , Rubus fruticosus 
Apodemus flavicollis, eats , Fraxinus excelsior 
Apodemus flavicollis, eats , Sambucus nigra 
Apodemus flavicollis, eats , Viburnum opulus 
Apodemus flavicollis, eats , Euonymus europaeus 
Apodemus flavicollis, eats , Ribes alpinum 
Agalenatea redii, preysOn , Arthaldeus pascuellus 
Agalenatea redii, preysOn , Aphrodes bicincta 
Agalenatea redii, preysOn , Rhyparochromus vulgaris 
Agalenatea redii, preysOn , Pterostichus melanarius 
Agalenatea redii, preysOn , Eupteryx vittata 
Agalenatea redii, preysOn , Trachys scrobiculatus 
Agalenatea redii, preysOn , Cicadella viridis 
Agalenatea redii, preysOn , Harpalus tardus 
Agalenatea redii, preysOn , Hyperaspis campestris 
Agalenatea redii, preysOn , Stenodema laevigata 
Agalenatea redii, preysOn , Stenodema calcarata 
Agalenatea redii, preysOn , Eupteryx atropunctata 
Agalenatea redii, preysOn , Eupteryx calcarata 
Agalenatea redii, preysOn , Eupteryx notata 
Agalenatea redii, preysOn , Agriotes obscurus 
Agalenatea redii, preysOn , Coccinella quinquepunctata 
Agalenatea redii, preysOn , Aloconota gregaria 
Agalenatea redii, preysOn , Orthops basalis 
Agalenatea redii, preysOn , Eurygaster testudinaria 
Agalenatea redii, preysOn , Eurygaster maura 
Agalenatea redii, preysOn , Badister bullatus 
Agalenatea redii, preysOn , Calathus erratus 
Agalenatea redii, preysOn , Anchomenus dorsalis 
Agalenatea redii, preysOn , Poecilus versicolor 
Agalenatea redii, preysOn , Scymnus haemorrhoidalis 
Agalenatea redii, preysOn , Scymnus frontalis 
Agalenatea redii, preysOn , Atomaria atricapilla 
Agalenatea redii, preysOn , Atomaria basalis 
Agalenatea redii, preysOn , Atomaria fuscata 
Agalenatea redii, preysOn , Cantharis fusca 
Agalenatea redii, preysOn , Deltocephalus pulicaris 
Agalenatea redii, preysOn , Longitarsus luridus 
Agalenatea redii, preysOn , Chaetocnema concinna 
Agalenatea redii, preysOn , Cassida rubiginosa 
Agalenatea redii, preysOn , Coccinella septempunctata 
Agalenatea redii, preysOn , Agonum muelleri 
Agalenatea redii, preysOn , Nabis brevis 
Agalenatea redii, preysOn , Carpocoris fuscispinus 
Agalenatea redii, preysOn , Carpocoris purpureipennis 
Agalenatea redii, preysOn , Palomena viridissima 
Agalenatea redii, preysOn , Aphrodes makarovi 
Agalenatea redii, preysOn , Amara convexior 
Agalenatea redii, preysOn , Amara communis 
Agalenatea redii, preysOn , Amara ovata 
Agalenatea redii, preysOn , Catapion seniculus 
Agalenatea redii, preysOn , Ischnopterapion loti 
Agalenatea redii, preysOn , Ischnopterapion virens 
Agalenatea redii, preysOn , Diplapion confluens 
Agalenatea redii, preysOn , Phyllotreta vittula 
Agalenatea redii, preysOn , Oulema gallaeciana 
Agalenatea redii, preysOn , Oulema duftschmidi 
Agalenatea redii, preysOn , Timarcha goettingensis 
Agalenatea redii, preysOn , Chrysolina sturmi 
Agalenatea redii, preysOn , Chrysolina oricalcia 
Agalenatea redii, preysOn , Anthicus antherinus 
Agalenatea redii, preysOn , Platynaspis luteorubra 
Agalenatea redii, preysOn , Tytthaspis sedecimpunctata 
Agalenatea redii, preysOn , Psyllobora vigintiduopunctata 
Agalenatea redii, preysOn , Stephostethus lardarius 
Agalenatea redii, preysOn , Enicmus histrio 
Agalenatea redii, preysOn , Cortinicara gibbosa 
Agalenatea redii, preysOn , Malachius bipustulatus 
Agalenatea redii, preysOn , Ptomaphagus sericatus 
Agalenatea redii, preysOn , Anotylus sculpturatus 
Agalenatea redii, preysOn , Anotylus inustus 
Agalenatea redii, preysOn , Tachyporus nitidulus 
Agalenatea redii, preysOn , Hemicrepidius hirtus 
Agalenatea redii, preysOn , Agrypnus murinus 
Agalenatea redii, preysOn , Corizus hyoscyami 
Agalenatea redii, preysOn , Rhopalus parumpunctatus 
Agalenatea redii, preysOn , Stictopleurus abutilon 
Agalenatea redii, preysOn , Cantharis rufa 
Agalenatea redii, preysOn , Anaceratagallia ribauti 
Agalenatea redii, preysOn , Errastunus ocellaris 
Agalenatea redii, preysOn , Anoscopus serratulae 
Agalenatea redii, preysOn , Anaptus major 
Agalenatea redii, preysOn , Acalypta carinata 
Agalenatea redii, preysOn , Dictyonota tricornis 
Agalenatea redii, preysOn , Philaenus spumarius 
Agalenatea redii, preysOn , Polymerus unifasciatus 
Agalenatea redii, preysOn , Apion frumentarium 
Agalenatea redii, preysOn , Apion violaceum 
Agalenatea redii, preysOn , Hylesinus varius 
Agalenatea redii, preysOn , Phyllotreta undulata 
Agalenatea redii, preysOn , Margarinotus purpurascens 
Agalenatea redii, preysOn , Sericoderus lateralis 
Agalenatea redii, preysOn , Propylea quatuordecimpunctata 
Agalenatea redii, preysOn , Acupalpus meridianus 
Agalenatea redii, preysOn , Asaphidion flavipes 
Agalenatea redii, preysOn , Bembidion quadrimaculatum 
Agalenatea redii, preysOn , Amara lunicollis 
Agalenatea redii, preysOn , Tychius picirostris 
Agalenatea redii, preysOn , Apion semivittatum 
Agalenatea redii, preysOn , Apion cruentatum 
Agalenatea redii, preysOn , Longitarsus parvulus 
Agalenatea redii, preysOn , Longitarsus melanocephalus 
Agalenatea redii, preysOn , Gastrophysa viridula 
Agalenatea redii, preysOn , Brassicogethes aeneus 
Agalenatea redii, preysOn , Himacerus mirmicoides 
Agalenatea redii, preysOn , Graphosoma lineatum 
Agalenatea redii, preysOn , Aleochara curtula 
Agalenatea redii, preysOn , Plagiognathus chrysanthemi 
Agalenatea redii, preysOn , Nabis ferus 
Agalenatea redii, preysOn , Orthops kalmii 
Agalenatea redii, preysOn , Plagiognathus arbustorum 
Agalenatea redii, preysOn , Piezodorus lituratus 
Agalenatea redii, preysOn , Catoplatus fabricii 
Agalenatea redii, preysOn , Rhyparochromus pini 
Agalenatea redii, preysOn , Scolopostethus affinis 
Agalenatea redii, preysOn , Cassida sanguinosa 
Agalenatea redii, preysOn , Frankliniella intonsa 
Agalenatea redii, preysOn , Amphimallon solstitiale 
Agalenatea redii, preysOn , Cryptophagus pilosus 
Agalenatea redii, preysOn , Pterostichus strenuus 
Agalenatea redii, preysOn , Stomis pumicatus 
Agalenatea redii, preysOn , Athysanus argentarius 
Agalenatea redii, preysOn , Amara familiaris 
Agalenatea redii, preysOn , Amara aenea 
Agalenatea redii, preysOn , Amara aulica 
Agalenatea redii, preysOn , Conosanus obsoletus 
Agalenatea redii, preysOn , Hippodamia variegata 
Agalenatea redii, preysOn , Amischa decipiens 
Agalenatea redii, preysOn , Oligota pumilio 
Agalenatea redii, preysOn , Acrotrichis fascicularis 
Araneus diadematus, preysOn , Stictocephala bisonia 
Araneus diadematus, preysOn , Araneus diadematus 
