"Puccinia allii,"""","""""
"Columba oenas,""Chordata"",""Animalia"""
"Gymnorhina tibicen,""Chordata"",""Animalia"""
"Oriolus oriolus,""Chordata"",""Animalia"""
"Lophophanes cristatus,""Chordata"",""Animalia"""
"Periparus ater,""Chordata"",""Animalia"""
"Circaetus gallicus,""Chordata"",""Animalia"""
"Buteo buteo,""Chordata"",""Animalia"""
"Myiopsitta monachus,""Chordata"",""Animalia"""
"Cervus elaphus,""Chordata"",""Animalia"""
"Muscardinus avellanarius,""Chordata"",""Animalia"""
"Callosciurus erythraeus,""Chordata"",""Animalia"""
"Oryctolagus cuniculus,""Chordata"",""Animalia"""
"Myotis emarginatus,""Chordata"",""Animalia"""
"Aculepeira ceropegia,""Arthropoda"",""Animalia"""
"Theridion pictum,""Arthropoda"",""Animalia"""
"Euryopis flavomaculata,""Arthropoda"",""Animalia"""
"Tibellus maritimus,""Arthropoda"",""Animalia"""
"Linyphia hortensis,""Arthropoda"",""Animalia"""
"Pseudococcus longispinus,""Arthropoda"",""Animalia"""
"Sphragisticus nebulosus,""Arthropoda"",""Animalia"""
"Selenia lunularia,""Arthropoda"",""Animalia"""
"Iphiclides podalirius,""Arthropoda"",""Animalia"""
"Aricia agestis,""Arthropoda"",""Animalia"""
"Araschnia levana,""Arthropoda"",""Animalia"""
"Polygonia c-album,""Arthropoda"",""Animalia"""
"Saturnia pavonia,""Arthropoda"",""Animalia"""
"Macroglossum stellatarum,""Arthropoda"",""Animalia"""
"Hemaris fuciformis,""Arthropoda"",""Animalia"""
"Yponomeuta mahalebella,""Arthropoda"",""Animalia"""
"Lithophane socia,""Arthropoda"",""Animalia"""
"Zeuzera pyrina,""Arthropoda"",""Animalia"""
"Meconema meridionale,""Arthropoda"",""Animalia"""
"Conocephalus dorsalis,""Arthropoda"",""Animalia"""
"Stratiomys longicornis,""Arthropoda"",""Animalia"""
"Scathophaga stercoraria,""Arthropoda"",""Animalia"""
"Platycheirus clypeatus,""Arthropoda"",""Animalia"""
"Ferdinandea cuprea,""Arthropoda"",""Animalia"""
"Volucella pellucens,""Arthropoda"",""Animalia"""
"Eupeodes luniger,""Arthropoda"",""Animalia"""
"Cheilosia tarditas,""Arthropoda"",""Animalia"""
"Xanthandrus comtus,""Arthropoda"",""Animalia"""
"Baccha elongata,""Arthropoda"",""Animalia"""
"Pipizella viduata,""Arthropoda"",""Animalia"""
"Cynomya mortuorum,""Arthropoda"",""Animalia"""
"Somatochlora flavomaculata,""Arthropoda"",""Animalia"""
"Sympetrum sanguineum,""Arthropoda"",""Animalia"""
"Andrena cineraria,""Arthropoda"",""Animalia"""
"Andrena dorsata,""Arthropoda"",""Animalia"""
"Andrena pilipes,""Arthropoda"",""Animalia"""
"Hylaeus pictipes,""Arthropoda"",""Animalia"""
"Nomada goodeniana,""Arthropoda"",""Animalia"""
"Bombus hortorum,""Arthropoda"",""Animalia"""
"Megachile rotundata,""Arthropoda"",""Animalia"""
"Vespula rufa,""Arthropoda"",""Animalia"""
"Caliroa cerasi,""Arthropoda"",""Animalia"""
"Hylesinus varius,""Arthropoda"",""Animalia"""
"Stereonychus fraxini,""Arthropoda"",""Animalia"""
"Bromius obscurus,""Arthropoda"",""Animalia"""
"Adalia bipunctata,""Arthropoda"",""Animalia"""
"Carabus granulatus,""Arthropoda"",""Animalia"""
"Amara lunicollis,""Arthropoda"",""Animalia"""
"Ommatoiulus sabulosus,""Arthropoda"",""Animalia"""
"Rutilus rutilus,"""","""""
"Esox lucius,"""","""""
"Nucifraga caryocatactes,""Chordata"",""Animalia"""
"Corvus frugilegus,""Chordata"",""Animalia"""
"Asio otus,""Chordata"",""Animalia"""
"Eremophila alpestris,""Chordata"",""Animalia"""
"Aegithalos caudatus,""Chordata"",""Animalia"""
"Otis tarda,""Chordata"",""Animalia"""
"Streptopelia decaocto,""Chordata"",""Animalia"""
"Arctia caja,""Arthropoda"",""Animalia"""
"Scolytus mali,""Arthropoda"",""Animalia"""
"Callimorpha dominula,""Arthropoda"",""Animalia"""
"Anguilla anguilla,""Chordata"",""Animalia"""
"Vipera berus,""Chordata"",""Animalia"""
"Gibberella zeae,""Ascomycota"",""Fungi"""
"Dracaena reflexa,""Tracheophyta"",""Plantae"""
"Urtica dioica,""Tracheophyta"",""Plantae"""
"Larus cachinnans,""Chordata"",""Animalia"""
"Ardea alba,""Chordata"",""Animalia"""
"Otus scops,"""","""""
"Thaumatotibia leucotreta,""Arthropoda"",""Animalia"""
"Emberiza schoeniclus,""Chordata"",""Animalia"""
"Fringilla montifringilla,""Chordata"",""Animalia"""
"Loxia curvirostra,""Chordata"",""Animalia"""
"Lanius senator,""Chordata"",""Animalia"""
"Lanius collurio,""Chordata"",""Animalia"""
"Troglodytes troglodytes,""Chordata"",""Animalia"""
"Larus canus,"""","""""
"Larus argentatus,"""","""""
"Larus marinus,"""","""""
"Stercorarius longicaudus,""Chordata"",""Animalia"""
"Numenius arquata,""Chordata"",""Animalia"""
"Ichthyaetus ichthyaetus,""Chordata"",""Animalia"""
"Grus grus,""Chordata"",""Animalia"""
"Falco biarmicus,""Chordata"",""Animalia"""
"Falco subbuteo,""Chordata"",""Animalia"""
"Falco tinnunculus,""Chordata"",""Animalia"""
"Ciconia nigra,""Chordata"",""Animalia"""
"Ciconia ciconia,""Chordata"",""Animalia"""
"Circus cyaneus,""Chordata"",""Animalia"""
"Buteo lagopus,""Chordata"",""Animalia"""
"Burhinus oedicnemus,""Chordata"",""Animalia"""
"Ardea purpurea,""Chordata"",""Animalia"""
"Egretta garzetta,""Chordata"",""Animalia"""
"Ardea cinerea,""Chordata"",""Animalia"""
"Buteo rufinus,""Chordata"",""Animalia"""
"Elanus caeruleus,""Chordata"",""Animalia"""
"Circus aeruginosus,""Chordata"",""Animalia"""
"Circus macrourus,""Chordata"",""Animalia"""
"Bubo scandiacus,""Chordata"",""Animalia"""
"Synanthedon tipuliformis,""Arthropoda"",""Animalia"""
"Argyresthia pruniella,""Arthropoda"",""Animalia"""
"Brachymeria tibialis,""Arthropoda"",""Animalia"""
"Lucilia caesar,""Arthropoda"",""Animalia"""
"Lacerta agilis,""Chordata"",""Animalia"""
"Platycheirus scutatus,""Arthropoda"",""Animalia"""
"Neoascia podagrica,""Arthropoda"",""Animalia"""
"Pollenia rudis,""Arthropoda"",""Animalia"""
"Rhagoletis cerasi,""Arthropoda"",""Animalia"""
"Melilotus officinalis,""Tracheophyta"",""Plantae"""
"Stygnocoris rusticus,""Arthropoda"",""Animalia"""
"Morus alba,""Tracheophyta"",""Plantae"""
"Aphis fabae,""Arthropoda"",""Animalia"""
"Trialeurodes vaporariorum,""Arthropoda"",""Animalia"""
"Stellaria media,""Tracheophyta"",""Plantae"""
"Ilex opaca,""Tracheophyta"",""Plantae"""
"Impatiens capensis,""Tracheophyta"",""Plantae"""
"Bidens pilosa,""Tracheophyta"",""Plantae"""
"Penstemon digitalis,""Tracheophyta"",""Plantae"""
"Nola cucullatella,""Arthropoda"",""Animalia"""
"Diloba caeruleocephala,""Arthropoda"",""Animalia"""
"Colocasia coryli,""Arthropoda"",""Animalia"""
"Cosmia trapezina,""Arthropoda"",""Animalia"""
"Cosmia pyralina,""Arthropoda"",""Animalia"""
"Dermacentor reticulatus,"""","""""
"Euproctis chrysorrhoea,""Arthropoda"",""Animalia"""
"Leucoma salicis,""Arthropoda"",""Animalia"""
"Vernonia fasciculata,""Tracheophyta"",""Plantae"""
"Mesocriconema xenoplax,""Nematoda"",""Animalia"""
"Leucanthemum vulgare,""Tracheophyta"",""Plantae"""
"Lithophane semibrunnea,""Arthropoda"",""Animalia"""
"Acronicta aceris,""Arthropoda"",""Animalia"""
"Amphipyra pyramidea,""Arthropoda"",""Animalia"""
"Acronicta tridens,""Arthropoda"",""Animalia"""
"Conistra ligula,""Arthropoda"",""Animalia"""
"Helenium autumnale,""Tracheophyta"",""Plantae"""
"Forficula auricularia,""Arthropoda"",""Animalia"""
"Orthosia gothica,""Arthropoda"",""Animalia"""
"Eupsilia transversa,""Arthropoda"",""Animalia"""
"Erigeron annuus,""Tracheophyta"",""Plantae"""
"Ageratina altissima,""Tracheophyta"",""Plantae"""
"Ambrosia trifida,""Tracheophyta"",""Plantae"""
"Nomophila noctuella,""Arthropoda"",""Animalia"""
"Agrotis ipsilon,""Arthropoda"",""Animalia"""
"Theria rupicapraria,""Arthropoda"",""Animalia"""
"Orthosia munda,""Arthropoda"",""Animalia"""
"Odontopera bidentata,""Arthropoda"",""Animalia"""
"Selenia tetralunaria,""Arthropoda"",""Animalia"""
"Lomographa bimaculata,""Arthropoda"",""Animalia"""
"Symphyotrichum lateriflorum,""Tracheophyta"",""Plantae"""
"Solanum lycopersicum,""Tracheophyta"",""Plantae"""
"Actias selene,""Arthropoda"",""Animalia"""
"Lasiocampa trifolii,""Arthropoda"",""Animalia"""
"Trichiura crataegi,""Arthropoda"",""Animalia"""
"Eulia ministrana,""Arthropoda"",""Animalia"""
"Drymus sylvaticus,""Arthropoda"",""Animalia"""
"Ptycholoma lecheana,""Arthropoda"",""Animalia"""
"Xylocopa violacea,""Arthropoda"",""Animalia"""
"Carcinops pumilio,""Arthropoda"",""Animalia"""
"Lomographa temerata,""Arthropoda"",""Animalia"""
"Locustella naevia,""Chordata"",""Animalia"""
"Chrysobothris mali,""Arthropoda"",""Animalia"""
"Glischrochilus quadrisignatus,""Arthropoda"",""Animalia"""
"Opisthograptis luteolata,""Arthropoda"",""Animalia"""
"Ennomos autumnaria,""Arthropoda"",""Animalia"""
"Aureobasidium pullulans,""Ascomycota"",""Fungi"""
"Angerona prunaria,""Arthropoda"",""Animalia"""
"Abraxas grossulariata,""Arthropoda"",""Animalia"""
"Cetonia aurata,""Arthropoda"",""Animalia"""
"Ischnura elegans,""Arthropoda"",""Animalia"""
"Libellula depressa,""Arthropoda"",""Animalia"""
"Electrophaes corylata,""Arthropoda"",""Animalia"""
"Chloroclystis rectangulata,""Arthropoda"",""Animalia"""
"Andrena flavipes,""Arthropoda"",""Animalia"""
"Sphecodes ephippius,""Arthropoda"",""Animalia"""
"Lasioglossum leucozonium,""Arthropoda"",""Animalia"""
"Halictus rubicundus,""Arthropoda"",""Animalia"""
"Icerya purchasi,""Arthropoda"",""Animalia"""
"Acanalonia conica,""Arthropoda"",""Animalia"""
"Salmo trutta,""Chordata"",""Animalia"""
"Nectria episphaeria,""Ascomycota"",""Fungi"""
"Pichia fermentans,""Ascomycota"",""Fungi"""
"Cynthia cardui,""Arthropoda"",""Animalia"""
"Sympetrum vulgatum,""Arthropoda"",""Animalia"""
"Sagittaria latifolia,""Tracheophyta"",""Plantae"""
"Bombus rupestris,""Arthropoda"",""Animalia"""
"Andrena wilkella,""Arthropoda"",""Animalia"""
"Nyctalus noctula,""Chordata"",""Animalia"""
"Carabus auratus,""Arthropoda"",""Animalia"""
"Auricularia mesenterica,""Basidiomycota"",""Fungi"""
"Amara aenea,""Arthropoda"",""Animalia"""
"Trametes pubescens,""Basidiomycota"",""Fungi"""
"Dendrocopos medius,""Chordata"",""Animalia"""
"Coccyzus americanus,""Chordata"",""Animalia"""
"Dermacentor marginatus,""Arthropoda"",""Animalia"""
"Larinioides cornutus,""Arthropoda"",""Animalia"""
"Clytus arietis,""Arthropoda"",""Animalia"""
"Clubiona pallidula,""Arthropoda"","""""
"Ribes uva-crispa,""Magnoliophyta"",""Plantae"""
"Cylindrobasidium laeve,""Basidiomycota"",""Fungi"""
"Ochropsora ariae,""Basidiomycota"",""Fungi"""
"Peniophora cinerea,""Basidiomycota"",""Fungi"""
"Wilsonomyces carpophilus,""Ascomycota"",""Fungi"""
"Peniophora incarnata,""Basidiomycota"",""Fungi"""
"Schizopora paradoxa,""Basidiomycota"",""Fungi"""
"Hapalopilus nidulans,""Basidiomycota"",""Fungi"""
"Aureobasidium vitis,""Ascomycota"",""Fungi"""
"Eriobotrya japonica,"""","""""
"Oomorphus concolor,"""","""""
"Angelica sylvestris,""Streptophyta"",""Viridiplantae"""
"Laetiporus sulphureus,"""","""""
"Pleurophragmium parvisporum,""Ascomycota"",""Fungi"""
"Agrotis segetum,"""","""""
"Viteus vitifoliae,""Arthropoda"",""Animalia"""
"Conyza bonariensis,""Tracheophyta"",""Plantae"""
"Chamaenerion angustifolium,""Magnoliophyta"",""Plantae"""
"Epiblema uddmanniana,""Arthropoda"",""Animalia"""
"Nephus quadrimaculatus,""Arthropoda"",""Animalia"""
"Satyrium spini,""Arthropoda"",""Animalia"""
"Limenitis camilla,""Arthropoda"",""Animalia"""
"Crocicreas cyathoideum,""Ascomycota"",""Fungi"""
"Flammulina velutipes,""Basidiomycota"",""Fungi"""
"Exidia nucleata,""Basidiomycota"",""Fungi"""
"Ascobolus stercorarius,""Ascomycota"",""Fungi"""
"Botrytis californica,""Ascomycota"",""Fungi"""
"Polyporus brumalis,""Basidiomycota"",""Fungi"""
"Verbesina alternifolia,""Tracheophyta"",""Plantae"""
"Rhyparochromus vulgaris,""Arthropoda"",""Animalia"""
"Stenurella melanura,""Arthropoda"",""Animalia"""
"Agapanthia villosoviridescens,""Arthropoda"",""Animalia"""
"Involvulus caeruleus,""Arthropoda"",""Animalia"""
"Mellicta athalia,""Arthropoda"",""Animalia"""
"Ampelopsis heterophylla,""Tracheophyta"",""Plantae"""
"Sciurus vulgaris,""Chordata"",""Animalia"""
"Hipparchia semele,""Arthropoda"",""Animalia"""
"Platynus assimilis,""Arthropoda"",""Animalia"""
"Phylloscopus sibillatrix,""Chordata"",""Animalia"""
"Sicus ferrugineus,""Arthropoda"",""Animalia"""
"Pterostichus melanarius,""Arthropoda"",""Animalia"""
"Melanargia galathea,""Arthropoda"",""Animalia"""
"Eristalis lineata,""Arthropoda"",""Animalia"""
"Choreutis nemorana,""Arthropoda"",""Animalia"""
"Eupoecilia angustana,""Arthropoda"",""Animalia"""
"Pyronia tithonus,""Arthropoda"",""Animalia"""
"Inermocoelotes inermis,""Arthropoda"",""Animalia"""
"Erythricium aurantiacum,""Basidiomycota"",""Fungi"""
"Ichthyaetus audouinii,""Chordata"",""Animalia"""
"Euonymus japonicus,""Magnoliophyta"",""Plantae"""
"Anorthoa munda,""Arthropoda"",""Animalia"""
"Viburnum opulus,""Tracheophyta"",""Plantae"""
"Asio flammeus,""Chordata"",""Animalia"""
"Crithagra mozambica,""Chordata"",""Animalia"""
"Pristiphora appendiculata,""Arthropoda"",""Animalia"""
"Satyrium w-album,""Arthropoda"",""Animalia"""
"Coccinella quinquepunctata,""Arthropoda"",""Animalia"""
"Harpalus distinguendus,""Arthropoda"",""Animalia"""
"Harpalus rubripes,""Arthropoda"",""Animalia"""
"Arge cyanocrocea,""Arthropoda"",""Animalia"""
"Cephus pygmeus,""Arthropoda"",""Animalia"""
"Lysandra coridon,""Arthropoda"",""Animalia"""
"Xanthogramma citrofasciatum,""Arthropoda"",""Animalia"""
"Euodynerus dantici,""Arthropoda"",""Animalia"""
"Orthops basalis,""Arthropoda"",""Animalia"""
"Pentatoma rufipes,""Arthropoda"",""Animalia"""
"Rhaphigaster nebulosa,""Arthropoda"",""Animalia"""
"Lecanium corni,""Arthropoda"",""Animalia"""
"Abax ovalis,""Arthropoda"",""Animalia"""
"Trichodes alvearius,""Arthropoda"",""Animalia"""
"Plecotus austriacus,""Chordata"",""Animalia"""
"Myodes glareolus,""Chordata"",""Animalia"""
"Gilia capitata,""Tracheophyta"",""Plantae"""
"Hepatica nobilis,""Tracheophyta"",""Plantae"""
"Digitalis purpurea,""Tracheophyta"",""Plantae"""
"Ilex verticillata,""Tracheophyta"",""Plantae"""
"Ilex aquifolium,""Magnoliophyta"",""Plantae"""
"Taraxacum officinale,""Tracheophyta"",""Plantae"""
"Arctium tomentosum,""Tracheophyta"",""Plantae"""
"Solidago canadensis,""Tracheophyta"",""Plantae"""
"Solidago canadensis,""Magnoliophyta"",""Plantae"""
"Solidago rugosa,""Tracheophyta"",""Plantae"""
"Stellaria media,""Magnoliophyta"",""Plantae"""
"Ricinus communis,""Tracheophyta"",""Plantae"""
"Alliaria petiolata,""Magnoliophyta"",""Plantae"""
"Eruca vesicaria,""Tracheophyta"",""Plantae"""
"Angelica sylvestris,""Tracheophyta"",""Plantae"""
"Tiarella cordifolia,""Tracheophyta"",""Plantae"""
"Pyrus communis,""Magnoliophyta"",""Plantae"""
"Ficus carica,""Magnoliophyta"",""Plantae"""
"Trifolium fragiferum,""Tracheophyta"",""Plantae"""
"Lotus corniculatus,""Magnoliophyta"",""Plantae"""
"Cytisus scoparius,""Magnoliophyta"",""Plantae"""
"Phyla nodiflora,""Tracheophyta"",""Plantae"""
"Chelidonium majus,""Tracheophyta"",""Plantae"""
"Castanea sativa,""Tracheophyta"",""Plantae"""
"Betula papyrifera,""Tracheophyta"",""Plantae"""
"Zea mays,""Tracheophyta"",""Plantae"""
"Pinus sylvestris,""Tracheophyta"",""Plantae"""
"Taxus baccata,""Pinophyta"",""Plantae"""
"Athyrium filix-femina,""Tracheophyta"",""Plantae"""
"Stigmina carpophila,""Ascomycota"","""""
"Ophiobolus erythrosporus,""Ascomycota"",""Fungi"""
"Torula herbarum,""Ascomycota"",""Fungi"""
"Volutella ciliata,""Ascomycota"",""Fungi"""
"Pycnoporus cinnabarinus,""Basidiomycota"",""Fungi"""
"Lachnella alboviolascens,""Basidiomycota"",""Fungi"""
"Lachnella villosa,""Basidiomycota"",""Fungi"""
"Micromys minutus,""Chordata"",""Animalia"""
"Procyon lotor,""Chordata"",""Animalia"""
"Plecotus auritus,""Chordata"",""Animalia"""
"Bufo bufo,""Chordata"",""Animalia"""
"Philodromus dispar,""Arthropoda"",""Animalia"""
"Campyloneura virgula,""Arthropoda"",""Animalia"""
"Cabera exanthemata,""Arthropoda"",""Animalia"""
"Hesperia comma,""Arthropoda"",""Animalia"""
"Colias croceus,""Arthropoda"",""Animalia"""
"Erebia aethiops,""Arthropoda"",""Animalia"""
"Anthophila fabriciana,""Arthropoda"",""Animalia"""
"Contarinia nicolayi,""Arthropoda"",""Animalia"""
"Kiefferia pericarpiicola,""Arthropoda"",""Animalia"""
"Leopoldius signatus,""Arthropoda"",""Animalia"""
"Rhinophora lepida,""Arthropoda"",""Animalia"""
"Helophilus pendulus,""Arthropoda"",""Animalia"""
"Leucozona lucorum,""Arthropoda"",""Animalia"""
"Phaonia pallida,""Arthropoda"",""Animalia"""
"Gomphus vulgatissimus,""Arthropoda"",""Animalia"""
"Osmia caerulescens,""Arthropoda"",""Animalia"""
"Phyllobius pyri,""Arthropoda"",""Animalia"""
"Xyleborus dispar,""Arthropoda"",""Animalia"""
"Cassida rubiginosa,""Arthropoda"",""Animalia"""
"Brachypterus urticae,""Arthropoda"",""Animalia"""
"Dicranopalpus ramosus,""Arthropoda"",""Animalia"""
"Phyllocoptes eupadi,""Arthropoda"",""Animalia"""
"Lasiommata megera,""Arthropoda"",""Animalia"""
"Argynnis aglaja,""Arthropoda"",""Animalia"""
"Argynnis adippe,""Arthropoda"",""Animalia"""
"Allophyes oxyacanthae,""Arthropoda"",""Animalia"""
"Acrobasis advenella,""Arthropoda"",""Animalia"""
"Celypha lacunana,""Arthropoda"",""Animalia"""
"Phigalia pilosaria,""Arthropoda"",""Animalia"""
"Sarcophaga carnaria,""Arthropoda"",""Animalia"""
"Episyron rufipes,""Arthropoda"",""Animalia"""
"Bombus magnus,""Arthropoda"",""Animalia"""
"Ectemnius continuus,""Arthropoda"",""Animalia"""
"Athalia rosae,""Arthropoda"",""Animalia"""
"Tenthredo vespa,""Arthropoda"",""Animalia"""
"Pyrrhocoris apterus,""Arthropoda"",""Animalia"""
"Spilostethus saxatilis,""Arthropoda"",""Animalia"""
"Oxycarenus lavaterae,""Arthropoda"",""Animalia"""
"Eysarcoris venustissimus,""Arthropoda"",""Animalia"""
"Dolycoris baccarum,""Arthropoda"",""Animalia"""
"Carpocoris fuscispinus,""Arthropoda"",""Animalia"""
"Carpocoris purpureipennis,""Arthropoda"",""Animalia"""
"Amara ovata,""Arthropoda"",""Animalia"""
"Chrysolina polita,""Arthropoda"",""Animalia"""
"Plagiosterna aenea,""Arthropoda"",""Animalia"""
"Anthicus antherinus,""Arthropoda"",""Animalia"""
"Cteniopus sulphureus,""Arthropoda"",""Animalia"""
"Platynaspis luteorubra,""Arthropoda"",""Animalia"""
"Chilocorus renipustulatus,""Arthropoda"",""Animalia"""
"Malachius bipustulatus,""Arthropoda"",""Animalia"""
"Rhagonycha lignosa,""Arthropoda"",""Animalia"""
"Hemicrepidius hirtus,""Arthropoda"",""Animalia"""
"Agrypnus murinus,""Arthropoda"",""Animalia"""
"Athous subfuscus,""Arthropoda"",""Animalia"""
"Ochina ptinoides,""Arthropoda"",""Animalia"""
"Corizus hyoscyami,""Arthropoda"",""Animalia"""
"Myocastor coypus,""Chordata"",""Animalia"""
"Petrosedum sediforme,""Tracheophyta"",""Plantae"""
"Ranunculus hispidus,""Tracheophyta"",""Plantae"""
"Epilobium angustifolium,""Tracheophyta"",""Plantae"""
"Peronospora crustosa,""Oomycota"",""Chromista"""
"Drosera rotundifolia,""Tracheophyta"",""Plantae"""
"Ailanthus altissima,""Tracheophyta"",""Plantae"""
"Plantago lanceolata,""Tracheophyta"",""Plantae"""
"Fraxinus excelsior,""Magnoliophyta"",""Plantae"""
"Asclepias speciosa,""Tracheophyta"",""Plantae"""
"Vinca major,""Magnoliophyta"",""Plantae"""
"Vinca minor,""Magnoliophyta"",""Plantae"""
"Liriodendron tulipifera,""Tracheophyta"",""Plantae"""
"Malva sylvestris,""Tracheophyta"",""Plantae"""
"Symphyotrichum novae-angliae,""Tracheophyta"",""Plantae"""
"Symphyotrichum lanceolatum,""Tracheophyta"",""Plantae"""
"Echinacea purpurea,""Tracheophyta"",""Plantae"""
"Eutrochium maculatum,""Tracheophyta"",""Plantae"""
"Cirsium arvense,""Magnoliophyta"",""Plantae"""
"Sonchus oleraceus,""Tracheophyta"",""Plantae"""
"Euphorbia characias,""Tracheophyta"",""Plantae"""
"Euphorbia characias,""Magnoliophyta"",""Plantae"""
"Cakile maritima,""Magnoliophyta"",""Plantae"""
"Brassica nigra,""Magnoliophyta"",""Plantae"""
"Salix fragilis,""Tracheophyta"",""Plantae"""
"Parthenocissus quinquefolia,""Tracheophyta"",""Plantae"""
"Heracleum sphondylium,""Magnoliophyta"",""Plantae"""
"Heracleum mantegazzianum,""Tracheophyta"",""Plantae"""
"Laurus nobilis,""Tracheophyta"",""Plantae"""
"Prunus laurocerasus,""Tracheophyta"",""Plantae"""
"Comarum palustre,""Tracheophyta"",""Plantae"""
"Mentha suaveolens,""Tracheophyta"",""Plantae"""
"Mentha spicata,""Tracheophyta"",""Plantae"""
"Lamium purpureum,""Tracheophyta"",""Plantae"""
"Rosmarinus officinalis,""Tracheophyta"",""Plantae"""
"Glechoma hederacea,""Magnoliophyta"",""Plantae"""
"Verbena officinalis,""Tracheophyta"",""Plantae"""
"Lantana camara,""Magnoliophyta"",""Plantae"""
"Oxalis dillenii,""Tracheophyta"",""Plantae"""
"Viscum album,""Streptophyta"",""Viridiplantae"""
"Reynoutria japonica,""Tracheophyta"",""Plantae"""
"Scabiosa ochroleuca,""Tracheophyta"",""Plantae"""
"Valeriana officinalis,""Tracheophyta"",""Plantae"""
"Leycesteria formosa,""Tracheophyta"",""Plantae"""
"Vaccinium myrtillus,""Tracheophyta"",""Plantae"""
"Quercus nigra,""Tracheophyta"",""Plantae"""
"Alnus rubra,""Tracheophyta"",""Plantae"""
"Carpinus betulus,""Tracheophyta"",""Plantae"""
"Pseudotsuga menziesii,""Pinophyta"",""Plantae"""
"Periconia cookei,""Ascomycota"",""Fungi"""
"Hanseniaspora uvarum,""Ascomycota"",""Fungi"""
"Morchella esculenta,""Ascomycota"",""Fungi"""
"Taphrina farlowii,""Ascomycota"",""Fungi"""
"Belonidium sulphureum,""Ascomycota"",""Fungi"""
"Lachnum virgineum,""Ascomycota"",""Fungi"""
"Peniophora cinerea,""Basidiomycota"","""""
"Ganoderma applanatum,""Basidiomycota"","""""
"Daedaleopsis tricolor,""Basidiomycota"",""Fungi"""
"Ischnoderma resinosum,""Basidiomycota"",""Fungi"""
"Plicaturopsis crispa,""Basidiomycota"",""Fungi"""
"Hohenbuehelia fluxilis,""Basidiomycota"",""Fungi"""
"Calocera viscosa,""Basidiomycota"",""Fungi"""
"Dumetella carolinensis,""Chordata"",""Animalia"""
"Carduelis citrinella,""Chordata"",""Animalia"""
"Serinus serinus,""Chordata"",""Animalia"""
"Sylvia undata,""Chordata"",""Animalia"""
"Junco hyemalis,""Chordata"",""Animalia"""
"Sturnus unicolor,""Chordata"",""Animalia"""
"Hieraaetus pennatus,""Chordata"",""Animalia"""
"Accipiter nisus,""Chordata"",""Animalia"""
"Zamenis longissimus,""Chordata"",""Animalia"""
"Castor canadensis,""Chordata"",""Animalia"""
"Apodemus sylvaticus,""Chordata"",""Animalia"""
"Felis catus,""Chordata"",""Animalia"""
"Lithobates catesbeianus,""Chordata"",""Animalia"""
"Criconemoides xenoplax,""Nematoda"",""Animalia"""
"Xysticus ulmi,""Arthropoda"",""Animalia"""
"Xysticus acerbus,""Arthropoda"",""Animalia"""
"Zygiella x-notata,""Arthropoda"",""Animalia"""
"Enoplognatha ovata,""Arthropoda"",""Animalia"""
"Steatoda nobilis,""Arthropoda"",""Animalia"""
"Pholcus phalangioides,""Arthropoda"",""Animalia"""
"Tibellus oblongus,""Arthropoda"",""Animalia"""
"Trochosa ruricola,""Arthropoda"",""Animalia"""
"Nigma walckenaeri,""Arthropoda"",""Animalia"""
"Coelotes terrestris,""Arthropoda"",""Animalia"""
"Macrargus rufus,""Arthropoda"",""Animalia"""
"Alydus calcaratus,""Arthropoda"",""Animalia"""
"Ledra aurita,""Arthropoda"",""Animalia"""
"Dufouriellus ater,""Arthropoda"",""Animalia"""
"Philaenus spumarius,""Arthropoda"",""Animalia"""
"Stenotus binotatus,""Arthropoda"",""Animalia"""
"Reduvius personatus,""Arthropoda"",""Animalia"""
"Carterocephalus palaemon,""Arthropoda"",""Animalia"""
"Thymelicus sylvestris,""Arthropoda"",""Animalia"""
"Synanthedon formicaeformis,""Arthropoda"",""Animalia"""
"Lycaena phlaeas,""Arthropoda"",""Animalia"""
"Gonepteryx rhamni,""Arthropoda"",""Animalia"""
"Anthocharis cardamines,""Arthropoda"",""Animalia"""
"Aglais urticae,""Arthropoda"",""Animalia"""
"Sphrageidus similis,""Arthropoda"",""Animalia"""
"Calliteara pudibunda,""Arthropoda"",""Animalia"""
"Amata phegea,""Arthropoda"",""Animalia"""
"Acronicta rumicis,""Arthropoda"",""Animalia"""
"Phlogophora meticulosa,""Arthropoda"",""Animalia"""
"Oligia fasciuncula,""Arthropoda"",""Animalia"""
"Callistege mi,""Arthropoda"",""Animalia"""
"Sibine stimulea,""Arthropoda"",""Animalia"""
"Gracillaria syringella,""Arthropoda"",""Animalia"""
"Pandemis cerasana,""Arthropoda"",""Animalia"""
"Hedya nubiferana,""Arthropoda"",""Animalia"""
"Epiphyas postvittana,""Arthropoda"",""Animalia"""
"Lasiocampa quercus,""Arthropoda"",""Animalia"""
"Gryllodes sigillatus,""Arthropoda"",""Animalia"""
"Pholidoptera griseoaptera,""Arthropoda"",""Animalia"""
"Sepsis orthocnemis,""Arthropoda"",""Animalia"""
"Sepsis cynipsea,""Arthropoda"",""Animalia"""
"Euleia heraclei,""Arthropoda"",""Animalia"""
"Lasioptera carophila,""Arthropoda"",""Animalia"""
"Silba fumosa,""Arthropoda"",""Animalia"""
"Empis tessellata,""Arthropoda"",""Animalia"""
"Anthomyza gracilis,""Arthropoda"",""Animalia"""
"Physocephala rufipes,""Arthropoda"",""Animalia"""
"Dasysyrphus albostriatus,""Arthropoda"",""Animalia"""
