occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship
;Trialeurodes vaporariorum;Trialeurodes vaporariorum (Westwood, 1856);2012132;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Trialeurodes;Trialeurodes vaporariorum;Trialeurodes vaporariorum;(Westwood, 1856) 
;Oulema melanopus;Oulema melanopus (Linnaeus, 1761);1048319;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Oulema;Oulema melanopus;Oulema melanopus;(Linnaeus, 1761) 
;Brachyderes incanus;Brachyderes incanus (Linnaeus, 1758);1219135;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Brachyderes;Brachyderes incanus;Brachyderes incanus;(Linnaeus, 1758) 
;Forficula auricularia;Forficula auricularia Linnaeus, 1758;1419845;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;Forficula;Forficula auricularia;Forficula auricularia;Linnaeus, 1758
;Rhizophagus grandis;Rhizophagus grandis Gyllenhal, 1827;5748830;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Monotomidae;Rhizophagus;Rhizophagus grandis;Rhizophagus grandis;Gyllenhal, 1827
;Cnephasia longana;Cnephasia longana (Haworth, 1811);1739290;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Lepidoptera;Tortricidae;Cnephasia;Cnephasia longana;Cnephasia longana;(Haworth, 1811) 
;Acanthocinus griseus;Acanthocinus griseus (Fabricius, 1793);4459446;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Acanthocinus;Acanthocinus griseus;Acanthocinus griseus;(Fabricius, 1793) 
;Melolontha melolontha;Melolontha melolontha (Linnaeus, 1758);4990995;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Melolontha;Melolontha melolontha;Melolontha melolontha;(Linnaeus, 1758) 
;Aphodius fimetarius;Aphodius fimetarius (Linnaeus, 1758);1067409;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Aphodius;Aphodius fimetarius;Aphodius fimetarius;(Linnaeus, 1758) 
;Megachile rotundata;Megachile rotundata (Fabricius, 1787);1335648;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachile;Megachile rotundata;Megachile rotundata;(Fabricius, 1787) 
;Omonadus floralis;Omonadus floralis (Linnaeus, 1758);1046849;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Anthicidae;Omonadus;Omonadus floralis;Omonadus floralis;(Linnaeus, 1758) 
;Alphitobius diaperinus;Alphitobius diaperinus (Panzer, 1797);1045875;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Alphitobius;Alphitobius diaperinus;Alphitobius diaperinus;(Panzer, 1797) 
;Zea mays;Zea mays L.;5290052;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Zea;Zea mays;Zea mays;L.
;Myelois circumvoluta;Myelois circumvoluta Fourcroy, 1785;1876329;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Lepidoptera;Pyralidae;Myelois;Myelois circumvoluta;Myelois circumvoluta;Fourcroy, 1785
;Ips sexdentatus;Ips sexdentatus (I.C.H.Boerner, 1776);4990243;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Ips;Ips sexdentatus;Ips sexdentatus;(I.C.H.Boerner, 1776) 
;Dryocoetes autographus;Dryocoetes autographus Eichhoff, 1864;1243023;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Dryocoetes;Dryocoetes autographus;Dryocoetes autographus;Eichhoff, 1864
;Hylurgus ligniperda;Hylurgus ligniperda (J.C.Fabricius, 1787);5017514;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Hylurgus;Hylurgus ligniperda;Hylurgus ligniperda;(J.C.Fabricius, 1787) 
;Scolytus multistriatus;Scolytus multistriatus (T.Marsham, 1802);1189289;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Scolytus;Scolytus multistriatus;Scolytus multistriatus;(T.Marsham, 1802) 
;Hylastinus obscurus;Hylastinus obscurus (T.Marsham, 1802);1223870;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Hylastinus;Hylastinus obscurus;Hylastinus obscurus;(T.Marsham, 1802) 
;Euproctis chrysorrhoea;Euproctis chrysorrhoea Linnaeus, 1758;1821856;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;Euproctis;Euproctis chrysorrhoea;Euproctis chrysorrhoea;Linnaeus, 1758
;Salvia rosmarinus;Salvia rosmarinus Spenn.;10902460;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia rosmarinus;Salvia rosmarinus;Spenn.
;Melilotus officinalis;Melilotus officinalis (L.) Lam.;8193111;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus officinalis;Melilotus officinalis;(L.) Lam.
;Trifolium repens;Trifolium repens L.;5358748;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;Trifolium repens;Trifolium repens;L.
;Raphanus sativus;Raphanus sativus L.;7678610;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Raphanus;Raphanus sativus;Raphanus sativus;L.
;Ruta graveolens;Ruta graveolens L.;3190382;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Ruta;Ruta graveolens;Ruta graveolens;L.
;Sixalix atropurpurea;Sixalix atropurpurea (L.) Greuter & Burdet;7301010;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Sixalix;Sixalix atropurpurea;Sixalix atropurpurea;(L.) Greuter & Burdet
;Cirsium vulgare;Cirsium vulgare (Savi) Ten.;3112801;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium vulgare;Cirsium vulgare;(Savi) Ten.
;Taraxacum officinale;Taraxacum officinale Weber ex Wiggins;5394163;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Taraxacum;Taraxacum officinale;Taraxacum officinale;Weber ex Wiggins
;Rubus idaeus;Rubus idaeus L.;2993094;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus idaeus;Rubus idaeus;L.
;Eschscholzia californica;Eschscholzia californica Cham.;2888380;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Papaveraceae;Eschscholzia;Eschscholzia californica;Eschscholzia californica;Cham.
;Asclepias syriaca;Asclepias syriaca L.;3170247;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias syriaca;Asclepias syriaca;L.
;Buddleja davidii;Buddleja davidii Franch.;3173338;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Buddleja;Buddleja davidii;Buddleja davidii;Franch.
;Echium vulgare;Echium vulgare L.;2925892;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Echium;Echium vulgare;Echium vulgare;L.
;Centaurea solstitialis;Centaurea solstitialis L.;3128888;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea solstitialis;Centaurea solstitialis;L.
;Centaurea stoebe;Centaurea stoebe L.;3127727;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea stoebe;Centaurea stoebe;L.
;Borago officinalis;Borago officinalis L.;2926110;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Borago;Borago officinalis;Borago officinalis;L.
;Helianthus annuus;Helianthus annuus L.;9206251;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;Helianthus annuus;Helianthus annuus;L.
;Melilotus albus;Melilotus albus Medik.;2971095;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus albus;Melilotus albus;Medik.
;Cosmos bipinnatus;Cosmos bipinnatus Cav.;3098912;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cosmos;Cosmos bipinnatus;Cosmos bipinnatus;Cav.
;Symphyotrichum novae-angliae;Symphyotrichum novae-angliae (L.) G.L.Nesom;3151618;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Symphyotrichum;Symphyotrichum novae-angliae;Symphyotrichum novae-angliae;(L.) G.L.Nesom
;Verbesina alternifolia;Verbesina alternifolia (L.) Britton ex Kearney;3147815;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Verbesina;Verbesina alternifolia;Verbesina alternifolia;(L.) Britton ex Kearney
;Prunella vulgaris;Prunella vulgaris L.;5341297;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Prunella;Prunella vulgaris;Prunella vulgaris;L.
;Helminthotheca echioides;Helminthotheca echioides (L) Holub;3141855;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helminthotheca;Helminthotheca echioides;Helminthotheca echioides;(L) Holub
;Ageratina altissima;Ageratina altissima (L.) R.King & H.Rob.;5400552;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Ageratina;Ageratina altissima;Ageratina altissima;(L.) R.King & H.Rob.
;Daucus carota;Daucus carota L.;3034742;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota;Daucus carota;L.
;Cirsium arvense;Cirsium arvense (L.) Scop.;3113414;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium arvense;Cirsium arvense;(L.) Scop.
;Echinacea purpurea;Echinacea purpurea (L.) Moench;3150935;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Echinacea;Echinacea purpurea;Echinacea purpurea;(L.) Moench
;Vitex agnus-castus;Vitex agnus-castus L.;2925562;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;Vitex agnus-castus;Vitex agnus-castus;L.
;Phyla nodiflora;Phyla nodiflora (L.) Greene;5341112;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Phyla;Phyla nodiflora;Phyla nodiflora;(L.) Greene
;Urtica dioica;Urtica dioica L.;7960979;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urtica;Urtica dioica;Urtica dioica;L.
;Tropaeolum majus;Tropaeolum majus L.;2889934;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Tropaeolaceae;Tropaeolum;Tropaeolum majus;Tropaeolum majus;L.
;Hirschfeldia incana;Hirschfeldia incana (L.) Lagr.-Foss.;3050595;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Hirschfeldia;Hirschfeldia incana;Hirschfeldia incana;(L.) Lagr.-Foss.
;Echium pininana;Echium pininana Webb & Berthel.;4068166;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Echium;Echium pininana;Echium pininana;Webb & Berthel.
;Plantago lanceolata;Plantago lanceolata L.;8208358;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Plantago;Plantago lanceolata;Plantago lanceolata;L.
;Mentha aquatica;Mentha aquatica L.;2927208;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha aquatica;Mentha aquatica;L.
;Rubus armeniacus;Rubus armeniacus Focke;2996525;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus armeniacus;Rubus armeniacus;Focke
;Lavandula angustifolia;Lavandula angustifolia Mill.;2927305;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula angustifolia;Lavandula angustifolia;Mill.
;Sisymbrium loeselii;Sisymbrium loeselii L.;3046875;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Sisymbrium;Sisymbrium loeselii;Sisymbrium loeselii;L.
;Glechoma hederacea;Glechoma hederacea L.;2926557;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Glechoma;Glechoma hederacea;Glechoma hederacea;L.
;Escallonia rubra;Escallonia rubra (Ruiz & Pav.) Pers.;8405971;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Escalloniales;Escalloniaceae;Escallonia;Escallonia rubra;Escallonia rubra;(Ruiz & Pav.) Pers.
;Crassula ovata;Crassula ovata (Mill.) Druce;5362063;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Crassulaceae;Crassula;Crassula ovata;Crassula ovata;(Mill.) Druce
;Malus domestica;Malus domestica (Suckow) Borkh.;3001244;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus domestica;Malus domestica;(Suckow) Borkh.
;Trifolium pratense;Trifolium pratense L.;8324121;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;Trifolium pratense;Trifolium pratense;L.
;Coriandrum sativum;Coriandrum sativum L.;3034871;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Coriandrum;Coriandrum sativum;Coriandrum sativum;L.
;Rosmarinus officinalis;Rosmarinus officinalis L.;2926634;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia rosmarinus;Rosmarinus officinalis;L.
;Solidago canadensis;Solidago canadensis L.;5389029;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Solidago;Solidago canadensis;Solidago canadensis;L.
;Lavandula stoechas;Lavandula stoechas L.;2927303;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Lavandula;Lavandula stoechas;Lavandula stoechas;L.
;Cynoglossum amabile;Cynoglossum amabile Stapf & Drumm.;2925816;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Cynoglossum;Cynoglossum amabile;Cynoglossum amabile;Stapf & Drumm.
;Veronica polita;Veronica polita Fr.;3172074;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;Veronica polita;Veronica polita;Fr.
;Medicago sativa;Medicago sativa L.;9151957;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa;Medicago sativa;L.
;Phacelia tanacetifolia;Phacelia tanacetifolia Benth.;2928226;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;Phacelia tanacetifolia;Phacelia tanacetifolia;Benth.
;Centaurea cyanus;Centaurea cyanus L.;3089561;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea cyanus;Centaurea cyanus;L.
;Lotus corniculatus;Lotus corniculatus L.;5357013;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lotus;Lotus corniculatus;Lotus corniculatus;L.
;Anchusa officinalis;Anchusa officinalis L.;5341201;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Anchusa;Anchusa officinalis;Anchusa officinalis;L.
;Eutrochium maculatum;Eutrochium maculatum (L.) E.E.Lamont;3138195;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Eutrochium;Eutrochium maculatum;Eutrochium maculatum;(L.) E.E.Lamont
;Crepis tectorum;Crepis tectorum L.;5403508;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Crepis;Crepis tectorum;Crepis tectorum;L.
;Passiflora caerulea;Passiflora caerulea L.;2874199;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Passifloraceae;Passiflora;Passiflora caerulea;Passiflora caerulea;L.
;Calluna vulgaris;Calluna vulgaris (L.) Hull;2882482;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Calluna;Calluna vulgaris;Calluna vulgaris;(L.) Hull
;Symphoricarpos albus;Symphoricarpos albus (L.) K.Koch;8012439;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Symphoricarpos;Symphoricarpos albus;Symphoricarpos albus;(L.) K.Koch
;Sonchus arvensis;Sonchus arvensis L.;3105813;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sonchus;Sonchus arvensis;Sonchus arvensis;L.
;Achillea millefolium;Achillea millefolium L.;3120060;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium;Achillea millefolium;L.
;Vicia villosa;Vicia villosa Roth;9182154;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;Vicia villosa;Vicia villosa;Roth
;Malva alcea;Malva alcea L.;3152365;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Malva;Malva alcea;Malva alcea;L.
;Cephalanthus occidentalis;Cephalanthus occidentalis L.;2923947;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Cephalanthus;Cephalanthus occidentalis;Cephalanthus occidentalis;L.
;Clarkia unguiculata;Clarkia unguiculata Lindl.;5420957;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Clarkia;Clarkia unguiculata;Clarkia unguiculata;Lindl.
;Silybum marianum;Silybum marianum (L.) Gaertn.;3145214;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Silybum;Silybum marianum;Silybum marianum;(L.) Gaertn.
;Mentha pulegium;Mentha pulegium L.;2927189;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha pulegium;Mentha pulegium;L.
;Persicaria capitata;Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross;2889304;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Persicaria;Persicaria capitata;Persicaria capitata;(Buch.-Ham. ex D.Don) H.Gross
;Symphyotrichum pilosum;Symphyotrichum pilosum (Willd.) G.L.Nesom;3151755;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Symphyotrichum;Symphyotrichum pilosum;Symphyotrichum pilosum;(Willd.) G.L.Nesom
;Lythrum salicaria;Lythrum salicaria L.;3188736;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Lythraceae;Lythrum;Lythrum salicaria;Lythrum salicaria;L.
;Gilia capitata;Gilia capitata Sims;5341548;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Polemoniaceae;Gilia;Gilia capitata;Gilia capitata;Sims
;Erigeron glaucus;Erigeron glaucus Ker Gawl.;3146888;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;Erigeron glaucus;Erigeron glaucus;Ker Gawl.
;Cakile maritima;Cakile maritima Scop.;3048831;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Cakile;Cakile maritima;Cakile maritima;Scop.
;Origanum vulgare;Origanum vulgare L.;2926612;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Origanum;Origanum vulgare;Origanum vulgare;L.
;Ranunculus acris;Ranunculus acris L.;3033363;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Ranunculus;Ranunculus acris;Ranunculus acris;L.
;Knautia arvensis;Knautia arvensis (L.) Coult.;2888808;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Knautia;Knautia arvensis;Knautia arvensis;(L.) Coult.
;Carduus nutans;Carduus nutans L.;8185959;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Carduus;Carduus nutans;Carduus nutans;L.
;Erigeron annuus;Erigeron annuus (L.) Pers.;3117449;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;Erigeron annuus;Erigeron annuus;(L.) Pers.
;Helianthus tuberosus;Helianthus tuberosus L.;3119175;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;Helianthus tuberosus;Helianthus tuberosus;L.
;Rubus ursinus;Rubus ursinus Cham. & Schltdl.;2990646;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus ursinus;Rubus ursinus;Cham. & Schltdl.
;Dipsacus laciniatus;Dipsacus laciniatus L.;2888814;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Dipsacus;Dipsacus laciniatus;Dipsacus laciniatus;L.
;Erigeron karvinskianus;Erigeron karvinskianus DC.;3147168;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Erigeron;Erigeron karvinskianus;Erigeron karvinskianus;DC.
;Zinnia elegans;Zinnia elegans Jacq.;3111754;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Zinnia;Zinnia elegans;Zinnia elegans;Jacq.
;Dahlia pinnata;Dahlia ×pinnata Cav.;5387142;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia pinnata;Dahlia pinnata;Cav.
;Thymus serpyllum;Thymus serpyllum L.;6409622;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Thymus;Thymus serpyllum;Thymus serpyllum;L.
;Calendula officinalis;Calendula officinalis L.;5391480;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Calendula;Calendula officinalis;Calendula officinalis;L.
;Euphorbia virgata;Euphorbia virgata Waldst. & Kit.;7402123;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia virgata;Euphorbia virgata;Waldst. & Kit.
;Eranthis hyemalis;Eranthis hyemalis (L.) Salisb.;3033227;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Eranthis;Eranthis hyemalis;Eranthis hyemalis;(L.) Salisb.
;Teucrium fruticans;Teucrium fruticans L.;2926902;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Teucrium;Teucrium fruticans;Teucrium fruticans;L.
;Lathyrus latifolius;Lathyrus latifolius L.;5356517;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus latifolius;Lathyrus latifolius;L.
;Asclepias speciosa;Asclepias speciosa Torr.;3170260;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias speciosa;Asclepias speciosa;Torr.
;Stachys byzantina;Stachys byzantina K.Koch;2927230;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;Stachys byzantina;Stachys byzantina;K.Koch
;Mentha canadensis;Mentha canadensis L.;2927198;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha canadensis;Mentha canadensis;L.
;Verbena bonariensis;Verbena bonariensis L.;2925514;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Verbena;Verbena bonariensis;Verbena bonariensis;L.
;Allium triquetrum;Allium triquetrum L.;2856457;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Asparagales;Amaryllidaceae;Allium;Allium triquetrum;Allium triquetrum;L.
;Campanula portenschlagiana;Campanula portenschlagiana Schult.;5410411;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;Campanula portenschlagiana;Campanula portenschlagiana;Schult.
