"source_taxon_name";"interaction_type";"target_taxon_name"
"Vespa velutina";"visitsFlowersOf";"Oenothera glazioviana"
"Vespa velutina";"visitsFlowersOf";"Iris domestica"
"Vespa velutina";"visitsFlowersOf";"Musa"
"Vespa velutina";"visitsFlowersOf";"Lantana"
"Vespa velutina";"visitsFlowersOf";"Asclepias curassavica"
"Vespa velutina";"visitsFlowersOf";"Lagerstroemia"
"Vespa velutina";"visitsFlowersOf";"Ixora"
"Vespa velutina";"visitsFlowersOf";"Schefflera"
"Vespa velutina";"visitsFlowersOf";"Euphorbia milii"
"Vespa velutina";"visitsFlowersOf";"Hedera"
"Vespa velutina";"visitsFlowersOf";"Eriobotrya japonica"
"Vespa velutina";"visitsFlowersOf";"Satureja"
"Vespa velutina";"visitsFlowersOf";"Euphorbia"
"Vespa velutina";"visitsFlowersOf";"Polyspora axillaris"
"Vespa velutina";"visitsFlowersOf";"Musa basjoo"
"Vespa velutina";"visitsFlowersOf";"Costus woodsonii"
"Vespa velutina";"visitsFlowersOf";"Reynoutria japonica"
"Vespa velutina";"visitsFlowersOf";"Oenothera lindheimeri"
"Vespa velutina";"visitsFlowersOf";"Euonymus japonicus"
"Vespa velutina";"visitsFlowersOf";"Strelitzia"
"Vespa velutina";"visitsFlowersOf";"Camellia"
"Vespa velutina";"visitsFlowersOf";"Foeniculum vulgare"
"Vespa velutina";"visitsFlowersOf";"Angelica sylvestris"
"Vespa velutina";"visitsFlowersOf";"Polygonaceae"
"Vespa velutina";"visitsFlowersOf";"Campsis radicans"
"Vespa velutina";"visitsFlowersOf";"Alstroemeria aurea"
"Vespa velutina";"visitsFlowersOf";"Calliandra"
"Vespa velutina";"visitsFlowersOf";"Mentha"
"Vespa velutina";"visitsFlowersOf";"Gomphocarpus"
"Vespa velutina";"visitsFlowersOf";"Leea guineensis"
"Vespa velutina";"visitsFlowersOf";"Salvia leucantha"
"Vespa velutina";"visitsFlowersOf";"Syzygium"
"Vespa velutina";"visitsFlowersOf";"Berberis"
"Vespa velutina";"visitsFlowersOf";"Momordica charantia"
"Vespa velutina";"visitsFlowersOf";"Arecaceae"
"Vespa velutina";"visitsFlowersOf";"Apiaceae"
"Vespa velutina";"visitsFlowersOf";"Parthenocissus"
"Vespa velutina";"visitsFlowersOf";"Hydrangea chinensis"
"Vespa velutina";"visitsFlowersOf";"Euphorbia characias"
"Vespa velutina";"visitsFlowersOf";"Symphoricarpos"
"Vespa velutina";"visitsFlowersOf";"Heracleum sphondylium"
"Vespa velutina";"visitsFlowersOf";"Gomphocarpus physocarpus"
"Vespa velutina";"visitsFlowersOf";"Rubus fruticosus"
"Vespa velutina";"visitsFlowersOf";"Rotheca myricoides"
"Vespa velutina";"visitsFlowersOf";"Micoletzkya"
"Vespa velutina";"visitsFlowersOf";"Melaleuca"
"Vespa velutina";"visitsFlowersOf";"Rhododendron"
"Vespa velutina";"visitsFlowersOf";"Thalia dealbata"
"Vespa velutina";"visitsFlowersOf";"Lantana camara"
"Vespa velutina";"visitsFlowersOf";"Passiflora edulis"
"Vespa velutina";"visitsFlowersOf";"Choisya ternata"
"Vespa velutina";"visitsFlowersOf";"Asteraceae"
"Vespa velutina";"visitsFlowersOf";"Euphorbiaceae"
"Vespa velutina";"visitsFlowersOf";"Passiflora"
"Vespa velutina";"visitsFlowersOf";"Foeniculum"
"Vespa velutina";"visitsFlowersOf";"Asphodeloideae"
"Vespa velutina";"visitsFlowersOf";"Plumeria"
"Vespa velutina";"visitsFlowersOf";"Scrophularieae"
"Vespa velutina";"visitsFlowersOf";"Amaranthaceae"
"Vespa velutina";"visitsFlowersOf";"Ruta"
"Vespa velutina";"visitsFlowersOf";"Aloe"
"Vespa velutina";"visitsFlowersOf";"Proteaceae"
"Vespa velutina";"visitsFlowersOf";"Vitis vinifera"
"Vespa velutina";"visitsFlowersOf";"Hedera maderensis"
"Vespa velutina";"visitsFlowersOf";"Camellia oleifera"
"Vespa velutina";"visitsFlowersOf";"Camellia gauchowensis"
"Vespa velutina";"visitsFlowersOf";"Farfugium japonicum"
"Vespa velutina";"visitsFlowersOf";"Aralia cordata"
"Vespa velutina";"visitsFlowersOf";"Camellia sinensis"
"Vespa velutina";"visitsFlowersOf";"Pittosporum tobira"
"Vespa velutina";"visitsFlowersOf";"Rhaphiolepis"
"Vespa velutina";"visitsFlowersOf";"Ampelopsis heterophylla var. brevipedunculata"
"Vespa velutina";"visitsFlowersOf";"Causonis japonica"
"Vespa velutina";"visitsFlowersOf";"Rubus pannosus"
"Vespa velutina";"visitsFlowersOf";"Hedera rhombea"
"Vespa velutina";"visitsFlowersOf";"Symphyotrichum tenuifolium"
"Vespa velutina";"visitsFlowersOf";"Chrysanthemum x morifolium"
"Vespa velutina";"visitsFlowersOf";"Rubus crataegifolius"
"Vespa velutina";"visitsFlowersOf";"Aralia elata"
"Vespa velutina";"visitsFlowersOf";"Adinandra integerrima"
"Vespa velutina";"visitsFlowersOf";"Rhus"
"Vespa velutina";"visitsFlowersOf";"Allium fistulosum"
"Vespa velutina";"visitsFlowersOf";"Caryopteris incana"
"Vespa velutina";"visitsFlowersOf";"Fatsia japonica"
"Vespa velutina";"visitsFlowersOf";"Solidago"
"Vespa velutina";"visitsFlowersOf";"Canna x generalis"
"Vespa velutina";"visitsFlowersOf";"Eleutherococcus"
"Vespa velutina";"visitsFlowersOf";"Oxalis corniculata"
"Vespa velutina";"visitsFlowersOf";"Chrysanthemum indicum"
"Vespa velutina";"visitsFlowersOf";"Elsholtzia ciliata"
"Vespa velutina";"visitsFlowersOf";"Melaleuca leucadendra"
"Vespa velutina";"visitsFlowersOf";"Rhaphiolepis indica var. umbellata"
"Vespa velutina";"visitsFlowersOf";"Mallotus japonicus"
"Vespa velutina";"visitsFlowersOf";"Clethra barbinervis"
"Vespa velutina";"visitsFlowersOf";"Fagopyrum esculentum"
"Vespa velutina";"visitsFlowersOf";"Callistemon speciosus"
"Vespa velutina";"visitsFlowersOf";"Mentha suaveolens"
"Vespa velutina";"visitsFlowersOf";"Litsea japonica"
"Vespa velutina";"visitsFlowersOf";"Elaeagnus multiflora"
"Vespa velutina";"visitsFlowersOf";"Zanthoxylum ailanthoides"
"Vespa velutina";"createsHabitatFor";"Betula pendula"
"Vespa velutina";"createsHabitatFor";"Fraxinus"
"Vespa velutina";"createsHabitatFor";"Robinia pseudoacacia"
"Vespa velutina";"createsHabitatFor";"Platanus hybrida"
"Vespa velutina";"createsHabitatFor";"Cupressus sempervirens"
"Vespa velutina";"createsHabitatFor";"Quercus robur"
"Vespa velutina";"createsHabitatFor";"Pinus halepensis"
"Vespa velutina";"createsHabitatFor";"Quercus helferiana"
"Vespa velutina";"createsHabitatFor";"Populus"
"Vespa velutina";"createsHabitatFor";"Tilia"
"Vespa velutina";"createsHabitatFor";"Robinia"
"Vespa velutina";"createsHabitatFor";"Alnus"
"Vespa velutina";"createsHabitatFor";"Abies"
"Vespa velutina";"createsHabitatFor";"Acacia"
"Vespa velutina";"createsHabitatFor";"Cedrus"
"Vespa velutina";"createsHabitatFor";"Pinus"
"Vespa velutina";"createsHabitatFor";"Betyla"
"Vespa velutina";"createsHabitatFor";"Liquidambar"
"Vespa velutina";"createsHabitatFor";"Quercus"
"Vespa velutina";"createsHabitatFor";"Platanus"
"Vespa velutina";"createsHabitatFor";"Liriodendron"
"Vespa velutina";"mutualistOf";"Aquilaria sinensis"
"Vespa velutina";"preyedUponBy";"Pernis apivorus"
"Vespa velutina";"preyedUponBy";"Gallus gallus"
"Vespa velutina";"createsHabitatFor";"Betula pendula"
"Vespa velutina";"createsHabitatFor";"Fraxinus"
"Vespa velutina";"createsHabitatFor";"Robinia pseudoacacia"
"Vespa velutina";"createsHabitatFor";"Platanus hybrida"
"Vespa velutina";"createsHabitatFor";"Cupressus sempervirens"
"Vespa velutina";"createsHabitatFor";"Quercus robur"
"Vespa velutina";"createsHabitatFor";"Pinus halepensis"
"Vespa velutina";"createsHabitatFor";"Quercus helferiana"
"Vespa velutina";"createsHabitatFor";"Populus"
"Vespa velutina";"createsHabitatFor";"Tilia"
"Vespa velutina";"createsHabitatFor";"Robinia"
"Vespa velutina";"createsHabitatFor";"Alnus"
"Vespa velutina";"createsHabitatFor";"Abies"
"Vespa velutina";"createsHabitatFor";"Acacia"
"Vespa velutina";"createsHabitatFor";"Cedrus"
"Vespa velutina";"createsHabitatFor";"Pinus"
"Vespa velutina";"createsHabitatFor";"Betyla"
"Vespa velutina";"createsHabitatFor";"Liquidambar"
"Vespa velutina";"createsHabitatFor";"Quercus"
"Vespa velutina";"createsHabitatFor";"Platanus"
"Vespa velutina";"createsHabitatFor";"Liriodendron"
"Vespa velutina";"hostOf";"Varroa destructor"
"Vespa velutina";"hostOf";"Israeli acute paralysis virus"
"Vespa velutina";"hostOf";"Pheromermis"
"Vespa velutina";"hostOf";"Beauveria bassiana"
"Vespa velutina";"hostOf";"Cripavirus"
"Vespa velutina";"hostOf";"Acute bee paralysis virus"
"Vespa velutina";"hostOf";"Deformed wing virus"
"Vespa velutina";"hostOf";"Apicystis bombi"
"Vespa velutina";"hostOf";"Lotmaria passim"
"Vespa velutina";"hostOf";"Crithidia mellificae"
"Vespa velutina";"hostOf";"Nosema thomsoni"
"Vespa velutina";"hostOf";"Crithidia bombi"
"Vespa velutina";"hostOf";"Crithidia acanthocephali"
"Vespa velutina";"hostOf";"Nosema ceranae"
"Vespa velutina";"hostOf";"Moku virus"
"Vespa velutina";"hostOf";"Kashmir bee virus"
"Vespa velutina";"mutualistOf";"Aquilaria sinensis"
"Vespa velutina nigrithorax";"visitsFlowersOf";"Hedera helix"
"Vespa velutina";"eats";"Crataegus germanica"
"Vespa velutina";"eats";"Hedera helix"
"Vespa velutina";"eats";"Larinae"
"Vespa velutina";"eats";"Malus domestica"
"Vespa velutina";"eats";"Syzygium samarangense"
"Vespa velutina";"eats";"Scrophularia"
"Vespa velutina";"eats";"Vitis vinifera"
"Vespa velutina";"eats";"Ficus carica"
"Vespa velutina";"eats";"Vespa"
"Vespa velutina";"eats";"Conger conger"
"Vespa velutina";"eats";"Carcinops"
"Vespa velutina";"eats";"Apis mellifera"
"Vespa velutina";"eats";"Oryctolagus cuniculus"
"Vespa velutina";"eats";"Actinopterygii"
"Vespa velutina";"eats";"Pyrus communis"
"Vespa velutina";"eats";"Litchi chinensis"
"Vespa velutina";"eats";"Prunus domestica"
"Vespa velutina";"eats";"Aves"
"Vespa velutina";"eats";"Malus"
"Vespa velutina";"eats";"Musa basjoo"
"Vespa velutina";"eats";"Pyrus"
"Vespa velutina";"eats";"Fatsia japonica"
"Vespa velutina";"eats";"Cecidomyiidae"
"Vespa velutina";"eats";"Anthomyiidae"
"Vespa velutina";"eats";"Syrphidae"
"Vespa velutina";"eats";"Hypena"
"Vespa velutina";"eats";"Rheocricotopus robacki"
"Vespa velutina";"eats";"Tenthredinidae"
"Vespa velutina";"eats";"Vespidae"
"Vespa velutina";"eats";"Lygaeidae"
"Vespa velutina";"eats";"Sphaerophoria"
"Vespa velutina";"eats";"Coelioxys zapoteca"
"Vespa velutina";"eats";"Calliphoridae"
"Vespa velutina";"eats";"Helina"
"Vespa velutina";"eats";"Vespula germanica"
"Vespa velutina";"eats";"Ceratitis"
"Vespa velutina";"eats";"Lepidoptera"
"Vespa velutina";"eats";"Trombidiformes"
"Vespa velutina";"eats";"Dasytes"
"Vespa velutina";"eats";"Polistes dominula"
"Vespa velutina";"eats";"Trichoptera"
"Vespa velutina";"eats";"Lucilia"
"Vespa velutina";"eats";"Musca"
"Vespa velutina";"eats";"Sarcophaga"
"Vespa velutina";"eats";"Apallates coxendix"
"Vespa velutina";"eats";"Vespa velutina"
"Vespa velutina";"eats";"Peltigera"
"Vespa velutina";"eats";"Megachile (Hackeriapis) sp. 6 CJP-2016"
"Vespa velutina";"eats";"Scathophaga"
"Vespa velutina";"eats";"Mythimna unipuncta"
"Vespa velutina";"eats";"Delia platura"
"Vespa velutina";"eats";"Neomyia"
"Vespa velutina";"eats";"Noctuidae"
"Vespa velutina";"eats";"Chironomidae"
"Vespa velutina";"eats";"Muscina pascuorum"
"Vespa velutina";"eats";"Montisimulium"
"Vespa velutina";"eats";"Dasyhelea"
"Vespa velutina";"eats";"Hybomitra"
"Vespa velutina";"eats";"Carabidae"
"Vespa velutina";"eats";"Peleteria"
"Vespa velutina";"eats";"Eristalis"
"Vespa velutina";"eats";"Tephritidae"
"Vespa velutina";"eats";"Tachypeza"
"Vespa velutina";"eats";"Culicidae"
"Vespa velutina";"eats";"Muscidae"
"Vespa velutina";"eats";"Pimpla"
"Vespa velutina";"eats";"Rhamphomyia"
"Vespa velutina";"eats";"Bombus"
"Vespa velutina";"eats";"Muscina levida"
"Vespa velutina";"eats";"Pollenia intermedia"
"Vespa velutina";"eats";"Psocoptera"
"Vespa velutina";"eats";"Lucilia cuprina"
"Vespa velutina";"eats";"Calliphora"
"Vespa velutina";"eats";"Vespula"
"Vespa velutina";"eats";"Apidae"
"Vespa velutina";"eats";"Muscina"
"Vespa velutina";"eats";"Diptera"
"Vespa velutina";"eats";"Sarcophagidae"
"Vespa velutina";"eats";"Apis"
"Vespa velutina";"eats";"Hymenoptera"
"Vespa velutina";"eats";"Acrididae"
"Vespa velutina";"eats";"Coenosia"
"Vespa velutina";"eats";"Graphomya"
"Vespa velutina";"eats";"Calliphora vicina"
"Vespa velutina";"eats";"Polistes"
"Vespa velutina";"eats";"Triaenodes"
"Vespa velutina";"eats";"Drosophila"
"Vespa velutina";"eats";"Hylemya"
"Vespa velutina";"eats";"Chrysomya albiceps"
"Vespa velutina";"eats";"Coenosia pumila"
"Vespa velutina";"eats";"Hoplitis robusta"
"Vespa velutina";"eats";"Tachinidae"
"Vespa velutina";"eats";"Noctua"
"Vespa velutina";"eats";"Peleteria setosa"
"Vespa velutina";"eats";"Polietes lardarius"
"Vespa velutina";"eats";"Araneidae"
"Vespa velutina";"eats";"Episyrphus balteatus"
"Vespa velutina";"eats";"Sarcophaga variegata"
"Vespa velutina";"eats";"Araneus diadematus"
"Vespa velutina";"eats";"Emberiza cirlus"
"Vespa velutina";"eats";"Eristalis pertinax"
"Vespa velutina";"eats";"Fannia ornata"
"Vespa velutina";"eats";"Hydrotaea cyrtoneurina"
"Vespa velutina";"eats";"Pyrellia rapax"
"Vespa velutina";"eats";"Mydaea urbana"
"Vespa velutina";"eats";"Hydrotaea ignava"
"Vespa velutina";"eats";"Vertebrata"
"Vespa velutina";"eats";"Hemiptera"
"Vespa velutina";"eats";"Sarcophaga carnaria"
"Vespa velutina";"eats";"Vespula vulgaris"
"Vespa velutina";"eats";"Pollenia rudis"
"Vespa velutina";"eats";"Dasyphora albofasciata"
"Vespa velutina";"eats";"Ectophasia crassipennis"
"Vespa velutina";"eats";"Sarcophaga subvicina"
"Vespa velutina";"eats";"Mantis religiosa"
"Vespa velutina";"eats";"Calliphora vomitoria"
"Vespa velutina";"eats";"Tipulidae"
"Vespa velutina";"eats";"Bellardia pandia"
"Vespa velutina";"eats";"Graphomya maculata"
"Vespa velutina";"eats";"Ferdinandea cuprea"
"Vespa velutina";"eats";"Musca autumnalis"
"Vespa velutina";"eats";"Helina evecta"
"Vespa velutina";"eats";"Eristalis arbustorum"
"Vespa velutina";"eats";"Polistes associus"
"Vespa velutina";"eats";"Mallota florea"
"Vespa velutina";"eats";"Panorpa communis"
"Vespa velutina";"eats";"Coelidia olitoria"
"Vespa velutina";"eats";"Melinda cognata"
"Vespa velutina";"eats";"Orthoptera"
"Vespa velutina";"eats";"Pararge aegeria"
"Vespa velutina";"eats";"Panorpa germanica"
"Vespa velutina";"eats";"Chrysotoxum intermedium"
"Vespa velutina";"eats";"Solieria pacifica"
"Vespa velutina";"eats";"Psen ater"
"Vespa velutina";"eats";"Eristalis tenax"
"Vespa velutina";"eats";"Coleoptera"
"Vespa velutina";"eats";"Calliopum simillimum"
"Vespa velutina";"eats";"Paykullia maculata"
"Vespa velutina";"eats";"Araneae"
"Vespa velutina";"eats";"Phaonia valida"
"Vespa velutina";"eats";"Polistes nimpha"
"Vespa velutina";"eats";"Halictidae"
"Vespa velutina";"eats";"Alydus calcaratus"
"Vespa velutina";"eats";"Belonogaster"
"Vespa velutina";"eats";"Lucilia illustris"
"Vespa velutina";"eats";"Bombus lapidarius"
"Vespa velutina";"eats";"Mecoptera"
"Vespa velutina";"eats";"Polyommatus icarus"
"Vespa velutina";"eats";"Phaonia trimaculata"
"Vespa velutina";"eats";"Mydaea humeralis"
"Vespa velutina";"eats";"Vanessa atalanta"
"Vespa velutina";"eats";"Larinioides sclopetarius"
"Vespa velutina";"eats";"Macquartia tenebricosa"
"Vespa velutina";"eats";"Dryomyza anilis"
"Vespa velutina";"eats";"Sarcophaga lehmanni"
"Vespa velutina";"eats";"Scathophaga stercoraria"
"Vespa velutina";"eats";"Calliopum aeneum"
"Vespa velutina";"eats";"Cheilosia tarditas"
"Vespa velutina";"eats";"Arge"
"Vespa velutina";"eats";"Apodemus flavicollis"
"Vespa velutina";"eats";"Forficula"
"Vespa velutina";"eats";"Lycosidae"
"Vespa velutina";"eats";"Meconema meridionale"
"Vespa velutina";"eats";"Lucilia caesar"
"Vespa velutina";"eats";"Noctua pronuba"
"Vespa velutina";"eats";"Dictyoptera"
"Vespa velutina";"eats";"Lasioglossum marginatum"
"Vespa velutina";"eats";"Lucilia ampullacea"
"Vespa velutina";"eats";"Noctua fimbriata"
"Vespa velutina";"eats";"Cabera exanthemata"
"Vespa velutina";"eats";"Lucilia sericata"
"Vespa velutina";"eats";"Stomorhina lunata"
"Vespa velutina";"eats";"Insecta"
"Vespa velutina";"eats";"Coenonympha pamphilus"
"Vespa velutina";"eats";"Aphrophora salicina"
"Vespa velutina";"eats";"Onesia viarum"
"Vespa velutina";"eats";"Phaonia rufiventris"
"Vespa velutina";"eats";"Bellardia"
"Vespa velutina";"eats";"Sarcophaga aratrix"
"Vespa velutina";"eats";"Bellardia bayeri"
"Vespa velutina";"eats";"Sarcophaga agnata"
"Vespa velutina";"eats";"Ectobius"
"Vespa velutina";"eats";"Linnaemya vulpina"
"Vespa velutina";"eats";"Autographa gamma"
"Vespa velutina";"eats";"Mesembrina meridiana"
"Vespa velutina";"eats";"Cercopidae"
"Vespa velutina";"eats";"Phryganeidae"
"Vespa velutina";"eats";"Cervus elaphus"
"Vespa velutina";"eats";"Scathophaga furcata"
"Vespa velutina";"eats";"Melanostoma mellinum"
"Vespa velutina";"eats";"Phasia aurigera"
"Vespa velutina";"eats";"Chaetopteryx villosa"
"Vespa velutina";"eats";"Sargus bipunctatus"
"Vespa velutina";"eats";"Gymnosoma nudifrons"
"Vespa velutina";"eats";"Scaeva selenitica"
"Vespa velutina";"eats";"Stomoxys calcitrans"
"Vespa velutina";"eats";"Peleteria javana"
"Vespa velutina";"eats";"Panorpa"
"Vespa velutina";"eats";"Tipula pagana"
"Vespa velutina";"eats";"Bos taurus"
"Vespa velutina";"eats";"Dryope flaveola"
"Vespa velutina";"eats";"Phaonia pallida"
"Vespa velutina";"eats";"Agrotis exclamationis"
"Vespa velutina";"eats";"Xanthandrus comtus"
"Vespa velutina";"eats";"Metellina mengei"
"Vespa velutina";"eats";"Orthonevra splendens"
"Vespa velutina";"eats";"Emmesomyia grisea"
"Vespa velutina";"eats";"Pseudomallada prasinus"
"Vespa velutina";"eats";"Eudasyphora cyanicolor"
"Vespa velutina";"eats";"Nyctia halterata"
"Vespa velutina";"eats";"Neomyia cornicina"
"Vespa velutina";"eats";"Orgyia antiqua"
"Vespa velutina";"eats";"Agalenatea redii"
"Vespa velutina";"eats";"Pholidoptera griseoaptera"
"Vespa velutina";"eats";"Curculio elephas"
"Vespa velutina";"eats";"Helina impuncta"
"Vespa velutina";"eats";"Pollenia amentaria"
"Vespa velutina";"eats";"Meliscaeva auricollis"
"Vespa velutina";"eats";"Cicadellidae"
"Vespa velutina";"eats";"Phaonia tuguriorum"
"Vespa velutina";"eats";"Sarcophaga pyrenaica"
"Vespa velutina";"eats";"Ctenophora"
"Vespa velutina";"eats";"Dermaptera"
"Vespa velutina";"eats";"Tipula paludosa"
"Vespa velutina";"eats";"Blondelia nigripes"
"Vespa velutina";"eats";"Eristalis pratorum"
"Vespa velutina";"eats";"Hydrotaea dentipes"
"Vespa velutina";"eats";"Volinus sticticus"
"Vespa velutina";"eats";"Phaonia subventa"
"Vespa velutina";"eats";"Theronia atalantae"
"Vespa velutina";"eats";"Syspasis tauma"
"Vespa velutina";"eats";"Cylindromyia bicolor"
"Vespa velutina";"eats";"Panorpa cognata"
"Vespa velutina";"eats";"Dicranopalpus ramosus"
"Vespa velutina";"eats";"Sarcophaga africa"
"Vespa velutina";"eats";"Tachinus proximus"
"Vespa velutina";"eats";"Xanthogramma festiva"
"Vespa velutina";"eats";"Rhyssella obliterata"
"Vespa velutina";"eats";"Cynomya mortuorum"
"Vespa velutina";"eats";"Apatura ilia"
"Vespa velutina";"eats";"Pollenia pediculata"
"Vespa velutina";"eats";"Musca domestica"
"Vespa velutina";"eats";"Braconidae"
"Vespa velutina";"eats";"Nomophila noctuella"
"Vespa velutina";"eats";"Lacanobia oleracea"
"Vespa velutina";"eats";"Pollenia angustigena"
"Vespa velutina";"eats";"Crabronidae"
"Vespa velutina";"eats";"Himacerus apterus"
"Vespa velutina";"eats";"Chrysomya megacephala"
"Vespa velutina";"eats";"Chrysopidae"
"Vespa velutina";"eats";"Peribaea tibialis"
"Vespa velutina";"eats";"Metellina segmentata"
"Vespa velutina";"eats";"Volucella inanis"
"Vespa velutina";"eats";"Volucella zonaria"
"Vespa velutina";"eats";"Xiphydriidae"
"Vespa velutina";"eats";"Xiphydria longicollis"
"Vespa velutina";"interactsWith";"Pyrus communis"
"Vespa velutina";"interactsWith";"Hedera"
"Vespa velutina";"interactsWith";"Apis mellifera"
"Vespa velutina";"interactsWith";"Vitis"
"Vespa velutina";"interactsWith";"Malus domestica"
"Vespa velutina";"interactsWith";"Symphoricarpos albus"
"Vespa velutina";"interactsWith";"Hedera helix"
"Vespa velutina";"interactsWith";"Vespinae"
"Vespa velutina";"interactsWith";"Reynoutria japonica"
"Vespa velutina";"interactsWith";"Vespula"
"Vespa velutina";"interactsWith";"Ficus carica"
"Vespa velutina";"interactsWith";"Passiflora caerulea"
"Vespa velutina";"interactsWith";"Rattus"
"Vespa velutina";"interactsWith";"Prunus domestica"
"Vespa velutina";"interactsWith";"Gallus gallus domesticus"
"Vespa velutina";"interactsWith";"Morus alba"
"Vespa velutina";"interactsWith";"Apidae"
"Vespa velutina";"interactsWith";"Crocidura russula"
"Vespa velutina";"interactsWith";"Muridae"
"Vespa velutina";"interactsWith";"Rubus idaeus"
"Vespa velutina";"interactsWith";"Dolichovespula"
"Vespa velutina";"interactsWith";"Ribes uva-crispa"
"Vespa velutina";"interactsWith";"Rubus fruticosus"
"Vespa velutina";"interactsWith";"Fagus sylvatica"
"Vespa velutina";"interactsWith";"Vespidae"
"Vespa velutina";"interactsWith";"Apis"
"Vespa velutina";"interactsWith";"Scrophularia"
"Vespa velutina";"interactsWith";"Oenothera glazioviana"
"Vespa velutina";"interactsWith";"Apis cerana"
"Vespa velutina";"interactsWith";"Cotoneaster"
"Vespa velutina";"interactsWith";"Tilia"
"Vespa velutina";"interactsWith";"Pinus"
"Vespa velutina";"interactsWith";"Trichonephila clavata"
"Vespa velutina";"interactsWith";"Populus"
"Vespa velutina";"interactsWith";"Fraxinus excelsior"
"Vespa velutina";"interactsWith";"Platanus"
"Vespa velutina";"interactsWith";"Quercus"
"Vespa velutina";"interactsWith";"Betula"
"Vespa velutina";"interactsWith";"Salix"
"Vespa velutina";"interactsWith";"Acer"
"Vespa velutina";"interactsWith";"Passiflora"
"Vespa velutina";"interactsWith";"Pyrus"
"Vespa velutina";"interactsWith";"Prunus avium"
"Vespa velutina";"interactsWith";"Picea"
"Vespa velutina";"interactsWith";"Malus"
"Vespa velutina";"interactsWith";"Musa"
"Vespa velutina";"interactsWith";"Betula pendula"
"Vespa velutina";"interactsWith";"Berberis eurybracteata"
"Vespa velutina";"interactsWith";"Quercus robur"
"Vespa velutina";"interactsWith";"Berberis"
"Vespa velutina";"interactsWith";"Robinia pseudoacacia"
"Vespa velutina";"interactsWith";"Carpinus betulus"
"Vespa velutina";"interactsWith";"Ligustrum"
"Vespa velutina";"interactsWith";"Aves"
"Vespa velutina";"interactsWith";"Camellia"
"Vespa velutina";"interactsWith";"Rhododendron"
"Vespa velutina";"interactsWith";"Euonymus"
"Vespa velutina";"interactsWith";"Alnus glutinosa"
"Vespa velutina";"interactsWith";"Sambucus"
"Vespa velutina";"interactsWith";"Buxus"
"Vespa velutina";"interactsWith";"Symphoricarpos"
"Vespa velutina";"interactsWith";"Allium"
"Vespa velutina";"interactsWith";"Lonicera ligustrina yunnanensis"
"Vespa velutina";"interactsWith";"Prunus"
"Vespa velutina";"interactsWith";"Deutzia"
"Vespa velutina";"interactsWith";"Alnus"
"Vespa velutina";"interactsWith";"Thuja occidentalis"
"Vespa velutina";"interactsWith";"Larix decidua"
"Vespa velutina";"interactsWith";"Chamaecyparis"
"Vespa velutina";"interactsWith";"Pseudotsuga menziesii"
"Vespa velutina";"interactsWith";"Lepidoptera"
"Vespa velutina";"interactsWith";"Vanessa atalanta"
"Vespa velutina";"interactsWith";"Dicrurus macrocercus"
"Vespa velutina";"interactsWith";"Acer pseudoplatanus"
"Vespa velutina";"interactsWith";"Castanea sativa"
"Vespa velutina";"interactsWith";"Ficus"
"Vespa velutina";"interactsWith";"Acer platanoides"
"Vespa velutina";"interactsWith";"Apini"
"Vespa velutina";"interactsWith";"Plantae"
"Vespa velutina";"interactsWith";"Salix alba"
"Vespa velutina";"interactsWith";"Gleditsia triacanthos"
"Vespa velutina";"interactsWith";"Acacia"
"Vespa velutina";"interactsWith";"Fagaceae"
"Vespa velutina";"interactsWith";"Vitis vinifera vinifera"
"Vespa velutina";"interactsWith";"Musa × paradisiaca"
"Vespa velutina";"interactsWith";"Vitis vinifera"
"Vespa velutina";"interactsWith";"Foeniculum vulgare"
"Vespa velutina";"interactsWith";"Cyclosia papilionaris"
"Vespa velutina";"interactsWith";"Vespa simillima"
"Vespa velutina";"interactsWith";"http://treatment.plazi.org/id/34AC185C73C41EA124EEED97C898FBC0"
"Vespa velutina";"preysOn";"Apis cerana"
"Vespa velutina";"preysOn";"Apis mellifera"
"Vespa velutina";"preysOn";"Formicidae"
"Vespa velutina";"preysOn";"Anisoptera"
"Vespa velutina";"preysOn";"Apis"
"Vespa velutina";"preysOn";"Trichoptera"
"Vespa velutina";"preysOn";"Sarcophaga sexpunctata"
"Vespa velutina";"preysOn";"Temnostoma vespiforme"
"Vespa velutina";"preysOn";"Protophormia terraenovae"
"Vespa velutina";"preysOn";"Eupeodes latifasciatus"
"Vespa velutina";"preysOn";"Muscina stabulans"
"Vespa velutina";"preysOn";"Xanthogramma festiva"
"Vespa velutina";"preysOn";"Sarcophaga corsicana"
"Vespa velutina";"preysOn";"Episyrphus balteatus"
"Vespa velutina";"preysOn";"Pipizella viduata"
"Vespa velutina";"preysOn";"Meliscaeva auricollis"
"Vespa velutina";"preysOn";"Sarcophaga portschinskyi"
"Vespa velutina";"preysOn";"Sarcophaga africa"
"Vespa velutina";"preysOn";"Cheilosia latifrons"
"Vespa velutina";"preysOn";"Scaeva pyrastri"
"Vespa velutina";"preysOn";"Sphaerophoria rueppelli"
"Vespa velutina";"preysOn";"Syrphus vitripennis"
"Vespa velutina";"preysOn";"Epistrophe nitidicollis"
"Vespa velutina";"preysOn";"Paragus pecchiolii"
"Vespa velutina";"preysOn";"Ferdinandea cuprea"
"Vespa velutina";"preysOn";"Sarcophaga pyrenaica"
