yearmonth	eeacellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2017-04	1kmE5193N2675	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-07	1kmE5194N2547	1	Animalia	9331	Phasianidae	9752149	Phasianus colchicus	1	25.0	86400	762
2018-12	1kmE5194N2619	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5194N2619	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5194N2620	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5194N2620	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-12	1kmE5194N2620	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-05	1kmE5194N2620	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-12	1kmE5194N2620	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-04	1kmE5194N2621	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-05	1kmE5194N2622	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5194N2625	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2022-06	1kmE5194N2626	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-05	1kmE5194N2627	1	Animalia	5235	Corvidae	5229490	Pica pica	5	25.0	86400	14306
2021-12	1kmE5194N2627	1	Animalia	5235	Corvidae	5229490	Pica pica	2	1000.0	86400	14306
2018-05	1kmE5194N2627	1	Animalia	9327	Paridae	9705453	Parus major	3	25.0	86400	4357
2018-05	1kmE5194N2627	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	25.0	86400	12925
2020-01	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2022-02	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-07	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	4	25.0	86400	14306
2018-05	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-12	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2021-12	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-03	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2022-06	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-12	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2017-06	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	3	25.0	86400	14306
2018-04	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-06	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	6	25.0	86400	14306
2021-02	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-03	1kmE5194N2628	1	Animalia	5235	Corvidae	5229490	Pica pica	3	25.0	86400	14306
2017-06	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	3	25.0	86400	4357
2018-01	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2020-01	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	2	10.0	86400	4357
2018-07	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2019-04	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-12	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-04	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	4	25.0	86400	4357
2021-07	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-03	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2017-12	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-06	1kmE5194N2628	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2020-01	1kmE5194N2628	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	25.0	86400	12925
2024-05	1kmE5194N2629	1	Animalia	5107	Blattidae	5151589	Blatta orientalis	1	35.0	86400	8
2021-07	1kmE5194N2629	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-06	1kmE5194N2629	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5194N2629	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5194N2629	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-11	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-03	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-03	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2020-06	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-12	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-11	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-07	1kmE5194N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2022-02	1kmE5194N2630	1	Animalia	9327	Paridae	9705453	Parus major	1	1000.0	86400	4357
2021-11	1kmE5194N2630	1	Animalia	9327	Paridae	9705453	Parus major	1	1000.0	86400	4357
2019-12	1kmE5194N2630	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-12	1kmE5194N2631	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-03	1kmE5194N2631	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2021-11	1kmE5194N2631	1	Animalia	9327	Paridae	9705453	Parus major	1	1000.0	86400	4357
2021-07	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-06	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-05	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-04	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-05	1kmE5194N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-12	1kmE5194N2635	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-04	1kmE5194N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-05	1kmE5194N2638	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5194N2638	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5194N2649	1	Animalia	9348	Strigidae	2497266	Athene noctua	1	25.0	86400	2789
2018-11	1kmE5194N2649	1	Animalia	9348	Strigidae	2497306	Asio otus	1	1000.0	86400	2789
2017-07	1kmE5194N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-11	1kmE5194N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2021-02	1kmE5194N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5194N2650	1	Animalia	5290	Turdidae	2490719	Turdus merula	1	25.0	86400	4703
2018-04	1kmE5194N2650	1	Animalia	5242	Fringillidae	5845582	Chloris chloris	1	25.0	86400	6448
2021-10	1kmE5194N2652	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2022-02	1kmE5194N2653	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2021-10	1kmE5194N2654	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-07	1kmE5194N2657	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-04	1kmE5194N2657	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5194N2657	1	Animalia	5257	Motacillidae	9701857	Motacilla flava	1	25.0	86400	5086
2017-05	1kmE5194N2662	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	1000.0	86400	4836
2017-06	1kmE5194N2663	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5194N2663	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-06	1kmE5194N2663	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2017-06	1kmE5194N2663	1	Animalia	5257	Motacillidae	9701857	Motacilla flava	2	25.0	86400	5086
2019-04	1kmE5194N2664	1	Animalia	9348	Strigidae	2497306	Asio otus	1	25.0	86400	2789
2017-05	1kmE5194N2664	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2017-05	1kmE5194N2664	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	1000.0	86400	4836
2019-02	1kmE5194N2664	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	1000.0	86400	4836
2019-02	1kmE5194N2665	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2020-05	1kmE5194N2665	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2017-06	1kmE5194N2665	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-12	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2021-02	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2017-06	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2017-07	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-09	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2021-11	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2020-05	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2019-12	1kmE5194N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2021-02	1kmE5194N2666	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-03	1kmE5194N2666	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5194N2666	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5194N2666	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2019-07	1kmE5194N2666	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2019-12	1kmE5194N2666	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2017-06	1kmE5194N2666	1	Animalia	5257	Motacillidae	9701857	Motacilla flava	1	25.0	86400	5086
2020-06	1kmE5194N2667	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2020-06	1kmE5194N2667	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	1000.0	86400	2993
2021-02	1kmE5194N2669	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2021-02	1kmE5194N2669	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-04	1kmE5194N2673	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	2	25.0	86400	12342
2018-12	1kmE5194N2681	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-06	1kmE5195N2546	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2020-06	1kmE5195N2556	1	Animalia	9331	Phasianidae	9752149	Phasianus colchicus	1	1000.0	86400	762
2015-04	1kmE5195N2582	1	Animalia	9198	Anguidae	8356845	Anguis colchica	1	10.0	86400	34
2018-05	1kmE5195N2626	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-05	1kmE5195N2627	1	Animalia	5235	Corvidae	5229490	Pica pica	5	25.0	86400	14306
2018-05	1kmE5195N2627	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	2	25.0	86400	12925
2020-06	1kmE5195N2630	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2017-06	1kmE5195N2631	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5195N2632	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-12	1kmE5195N2633	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2020-05	1kmE5195N2633	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	1000.0	86400	12925
2020-05	1kmE5195N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-06	1kmE5195N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-12	1kmE5195N2634	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-12	1kmE5195N2635	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-12	1kmE5195N2635	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-06	1kmE5195N2635	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-02	1kmE5195N2635	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-12	1kmE5195N2636	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2021-02	1kmE5195N2636	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2022-02	1kmE5195N2636	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2019-06	1kmE5195N2636	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5195N2636	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2021-02	1kmE5195N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-12	1kmE5195N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-03	1kmE5195N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-07	1kmE5195N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-06	1kmE5195N2637	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2021-07	1kmE5195N2638	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2018-06	1kmE5195N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-09	1kmE5195N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5195N2657	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5195N2657	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5195N2658	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-06	1kmE5195N2664	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5195N2664	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5195N2664	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-04	1kmE5195N2664	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2017-06	1kmE5195N2664	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2018-04	1kmE5195N2665	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2021-07	1kmE5195N2665	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2020-06	1kmE5195N2665	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2017-06	1kmE5195N2665	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2019-04	1kmE5195N2665	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2018-04	1kmE5195N2665	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2021-02	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2018-12	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2018-04	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2018-07	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2020-06	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2018-05	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-12	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	5	25.0	86400	7712
2021-07	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2020-05	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2019-12	1kmE5195N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	5	25.0	86400	7712
2019-12	1kmE5195N2666	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2021-07	1kmE5195N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2021-02	1kmE5195N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2017-04	1kmE5195N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2020-05	1kmE5195N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	1000.0	86400	2993
2018-06	1kmE5195N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2019-12	1kmE5195N2667	1	Animalia	5235	Corvidae	2482513	Corvus frugilegus	1	25.0	86400	14306
2021-02	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2017-12	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	5	25.0	86400	7712
2018-05	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2019-06	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2021-07	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2019-12	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	3	25.0	86400	7712
2018-03	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-07	1kmE5195N2667	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	2	25.0	86400	7712
2019-06	1kmE5195N2667	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-07	1kmE5195N2667	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2017-07	1kmE5195N2667	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	2	25.0	86400	2993
2019-07	1kmE5195N2668	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2018-05	1kmE5195N2668	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2019-12	1kmE5195N2668	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2021-02	1kmE5195N2668	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-05	1kmE5195N2668	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2018-05	1kmE5195N2668	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5195N2668	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2021-07	1kmE5195N2668	1	Animalia	7211	Alaudidae	8077224	Alauda arvensis	1	25.0	86400	2832
2019-12	1kmE5195N2668	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2019-06	1kmE5195N2668	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2018-05	1kmE5195N2668	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
2019-07	1kmE5195N2669	1	Animalia	5282	Scolopacidae	2481784	Numenius phaeopus	1	25.0	86400	5644
2021-02	1kmE5195N2669	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2021-02	1kmE5195N2670	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-12	1kmE5195N2672	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2017-04	1kmE5195N2672	1	Animalia	5290	Turdidae	7901064	Turdus philomelos	1	25.0	86400	4703
2019-12	1kmE5195N2675	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	2	25.0	86400	12342
2019-12	1kmE5195N2675	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2017-12	1kmE5195N2675	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2020-06	1kmE5195N2679	1	Animalia	7211	Alaudidae	8077224	Alauda arvensis	1	1000.0	86400	2832
2017-05	1kmE5195N2680	1	Animalia	7211	Alaudidae	8077224	Alauda arvensis	1	1000.0	86400	2832
2018-12	1kmE5195N2681	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	2	25.0	86400	4836
2019-08	1kmE5195N2695	1	Animalia	5242	Fringillidae	5845582	Chloris chloris	1	25.0	86400	6448
2019-04	1kmE5196N2553	1	Animalia	9331	Phasianidae	9752149	Phasianus colchicus	1	25.0	86400	762
2017-03	1kmE5196N2578	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	1000.0	86400	4836
2023-04	1kmE5196N2581	1	Animalia	5240	Falconidae	2481062	Falco vespertinus	1	1000.0	1	4836
2020-05	1kmE5196N2628	1	Animalia	2986	Anatidae	9761484	Anas platyrhynchos	1	1000.0	86400	12925
2017-12	1kmE5196N2632	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-12	1kmE5196N2633	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2017-12	1kmE5196N2635	1	Animalia	9327	Paridae	9705453	Parus major	1	25.0	86400	4357
2017-04	1kmE5196N2644	1	Animalia	9348	Strigidae	2497306	Asio otus	1	25.0	86400	2789
2018-05	1kmE5196N2644	1	Animalia	9348	Strigidae	2497306	Asio otus	1	25.0	86400	2789
2017-04	1kmE5196N2645	1	Animalia	9348	Strigidae	2497306	Asio otus	1	25.0	86400	2789
2019-12	1kmE5196N2646	1	Animalia	5235	Corvidae	2482513	Corvus frugilegus	1	25.0	86400	14306
2017-04	1kmE5196N2646	1	Animalia	9348	Strigidae	2497306	Asio otus	1	25.0	86400	2789
2021-02	1kmE5196N2647	1	Animalia	5235	Corvidae	2482513	Corvus frugilegus	1	25.0	86400	14306
2019-06	1kmE5196N2647	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2017-05	1kmE5196N2647	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2020-06	1kmE5196N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2017-03	1kmE5196N2649	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-11	1kmE5196N2650	1	Animalia	5290	Turdidae	2490719	Turdus merula	1	1000.0	86400	4703
2022-06	1kmE5196N2651	1	Animalia	9348	Strigidae	2497266	Athene noctua	1	1000.0	86400	2789
2022-05	1kmE5196N2651	1	Animalia	9348	Strigidae	2497266	Athene noctua	1	1000.0	86400	2789
2017-03	1kmE5196N2651	1	Animalia	9348	Strigidae	2497306	Asio otus	1	1000.0	86400	2789
2022-02	1kmE5196N2654	1	Animalia	5235	Corvidae	5229490	Pica pica	1	1000.0	86400	14306
2018-07	1kmE5196N2657	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	1000.0	86400	7712
2019-04	1kmE5196N2658	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2018-04	1kmE5196N2658	1	Animalia	5235	Corvidae	5229490	Pica pica	2	25.0	86400	14306
2019-06	1kmE5196N2658	1	Animalia	5257	Motacillidae	9701857	Motacilla flava	1	25.0	86400	5086
2018-04	1kmE5196N2663	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-07	1kmE5196N2664	1	Animalia	5240	Falconidae	9616058	Falco tinnunculus	1	25.0	86400	4836
2020-06	1kmE5196N2665	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	1000.0	86400	2993
2018-08	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2018-04	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2017-12	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	4	25.0	86400	7712
2019-12	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2021-02	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	3	25.0	86400	7712
2018-07	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2019-04	1kmE5196N2666	1	Animalia	5233	Columbidae	2495696	Streptopelia decaocto	1	25.0	86400	7712
2019-12	1kmE5196N2666	1	Animalia	5235	Corvidae	5229490	Pica pica	1	25.0	86400	14306
2021-07	1kmE5196N2666	1	Animalia	9350	Sturnidae	9809229	Sturnus vulgaris	1	25.0	86400	2993
