"source","interaction","target"
"Scaeva pyrastri","visitsFlowersOf","Trifolium pratense"
"Scaeva pyrastri","visitsFlowersOf","Papaver rhoeas"
"Scaeva pyrastri","interactsWith","Corylus avellana"
"Scaeva selenitica","visitsFlowersOf","Hedera helix"
"Scaeva selenitica","pollinates","Potentilla erecta"
"Syrphus ribesii","visitsFlowersOf","Salix alba"
"Syrphus ribesii","visitsFlowersOf","Hedera helix"
"Syrphus ribesii","pollinates","Tanacetum vulgare"
"Syrphus ribesii","interactsWith","Fagus sylvatica"
"Episyrphus balteatus","visitsFlowersOf","Ficaria verna"
"Episyrphus balteatus","visitsFlowersOf","Cichorium intybus"
"Episyrphus balteatus","visitsFlowersOf","Aquilegia vulgaris"
"Episyrphus balteatus","visits","Leontopodium nivale ex"
"Episyrphus balteatus","interactsWith","Cirsium vulgare"
"Episyrphus balteatus","interactsWith","Berteroa incana"
"Episyrphus balteatus","eats","Lapsana communis"
"Episyrphus balteatus","eats","Cirsium arvense"
"Chrysotoxum bicinctum","visitsFlowersOf","Salix alba"
"Chrysotoxum bicinctum","visitsFlowersOf","Hedera helix"
"Chrysotoxum bicinctum","pollinates","Potentilla erecta"
"Chrysotoxum cautum","visitsFlowersOf","Salix alba"
"Chrysotoxum cautum","visitsFlowersOf","Plantago lanceolata"
"Chrysotoxum verralli","visitsFlowersOf","Salix alba"
"Paragus haemorrhous","eats","Achillea millefolium"
"Meliscaeva auricollis","visitsFlowersOf","Salix alba"
"Meliscaeva auricollis","visitsFlowersOf","Hedera helix"
"Meliscaeva auricollis","interactsWith","Alnus glutinosa"
"Pipizella viduata","visitsFlowersOf","Salix alba"
"Apis mellifera","visitsFlowersOf","Tribulus terrestris"
"Apis mellifera","visitsFlowersOf","Ricinus communis"
"Apis mellifera","visitsFlowersOf","Hepatica nobilis"
"Apis mellifera","visitsFlowersOf","Caltha palustris"
"Apis mellifera","visitsFlowersOf","Tanacetum vulgare"
"Apis mellifera","visitsFlowersOf","Carlina acaulis"
"Apis mellifera","visitsFlowersOf","Eryngium campestre"
"Apis mellifera","visitsFlowersOf","Pulsatilla vulgaris"
"Apis mellifera","visitsFlowersOf","Convolvulus arvensis"
"Apis mellifera","visitsFlowersOf","Salvia nemorosa"
"Apis mellifera","visitsFlowersOf","Impatiens glandulifera"
"Apis mellifera","visitsFlowersOf","Erodium cicutarium"
"Apis mellifera","visitsFlowersOf","Scabiosa ochroleuca"
"Apis mellifera","visitsFlowersOf","Syritta pipiens"
"Apis mellifera","visitsFlowersOf","Dictamnus albus"
"Apis mellifera","visitsFlowersOf","Ornithogalum umbellatum"
"Apis mellifera","visits","Cardamine pratensis"
"Apis mellifera","interactsWith","Mantis religiosa"
"Apis mellifera","interactsWith","Cichorium intybus"
"Apis mellifera","interactsWith","Amorpha fruticosa"
"Apis mellifera","interactsWith","Prunella vulgaris"
"Apis mellifera","interactsWith","Malva sylvestris"
"Apis mellifera","interactsWith","Achillea millefolium"
"Apis mellifera","interactsWith","Glechoma hederacea"
"Apis mellifera","interactsWith","Colchicum autumnale"
"Apis mellifera","hasHost","Taraxacum officinale"
"Apis mellifera","eats","Hylotelephium telephium"
"Apis mellifera","eats","Cichorium intybus"
"Apis mellifera","eats","Trifolium pratense"
"Apis mellifera","eats","Hypericum perforatum"
"Apis mellifera","eats","Bellis perennis"
"Apis mellifera","eats","Cirsium arvense"
"Apis mellifera","eats","Conium maculatum"
"Apis mellifera","eats","Anemone nemorosa"
"Apis mellifera","eats","Geranium pratense"
"Apis mellifera","eats","Dipsacus fullonum"
"Bombus lapidarius","visitsFlowersOf","Impatiens glandulifera"
"Bombus lapidarius","visitsFlowersOf","Tanacetum vulgare"
"Bombus lapidarius","interactsWith","Cirsium arvense"
"Vespula germanica","visitsFlowersOf","Trifolium repens"
"Polistes nimpha","visitsFlowersOf","Hedera helix"
"Polistes nimpha","interactsWith","Hedera helix"
"Pararge aegeria","visitsFlowersOf","Hedera helix"
"Vespula germanica","visitsFlowersOf","Heliotropium europaeum"
"Vespula germanica","visitsFlowersOf","Scolymus hispanicus"
"Paragus haemorrhous","visitsFlowersOf","Salix alba"
"Melanostoma mellinum","visitsFlowersOf","Cirsium arvense"
"Melanostoma mellinum","pollinates","Potentilla erecta"
"Syrphus vitripennis","visitsFlowersOf","Salix alba"
"Syrphus vitripennis","visitsFlowersOf","Hedera helix"
"Eupeodes luniger","interactsWith","Eupeodes luniger"
"Volucella bombylans","visitsFlowersOf","Salix alba"
"Volucella bombylans","visitsFlowersOf","Hedera helix"
"Volucella bombylans","pollinates","Potentilla erecta"
"Eristalis tenax","visitsFlowersOf","Salix alba"
"Eristalis tenax","visitsFlowersOf","Lotus corniculatus"
"Eristalis tenax","visitsFlowersOf","Convolvulus arvensis"
"Eristalis tenax","visitsFlowersOf","Plantago lanceolata"
"Eristalis tenax","visitsFlowersOf","Bellis perennis"
"Eristalis tenax","visitsFlowersOf","Centaurea scabiosa"
"Eristalis tenax","visitsFlowersOf","Scabiosa columbaria"
"Eristalis tenax","pollinates","Potentilla erecta"
"Eristalis arbustorum","visitsFlowersOf","Salix alba"
"Eristalis arbustorum","visitsFlowersOf","Cirsium arvense"
"Syritta pipiens","visitsFlowersOf","Salix alba"
"Syritta pipiens","visitsFlowersOf","Origanum vulgare"
"Syritta pipiens","visitsFlowersOf","Achillea ptarmica"
"Syritta pipiens","pollinates","Potentilla erecta"
"Syritta pipiens","pollinates","Solidago virgaurea"
"Syritta pipiens","interactsWith","Argentina anserina"
"Chalcosyrphus nemorum","visitsFlowersOf","Salix alba"
"Chalcosyrphus nemorum","pollinates","Gleditsia triacanthos"
"Chalcosyrphus nemorum","interactsWith","Chalcosyrphus nemorum"
"Episyrphus balteatus","visitsFlowersOf","Salix alba"
"Episyrphus balteatus","visitsFlowersOf","Trifolium pratense"
"Episyrphus balteatus","visitsFlowersOf","Origanum vulgare"
"Episyrphus balteatus","visitsFlowersOf","Sonchus oleraceus"
"Episyrphus balteatus","visitsFlowersOf","Cirsium arvense"
"Episyrphus balteatus","visitsFlowersOf","Scabiosa columbaria"
"Episyrphus balteatus","visitsFlowersOf","Geranium robertianum"
"Episyrphus balteatus","visitsFlowersOf","Silene dioica"
"Episyrphus balteatus","pollinates","Filipendula ulmaria"
"Episyrphus balteatus","pollinates","Stenactis annua"
"Episyrphus balteatus","pollinates","Trifolium pratense"
"Episyrphus balteatus","pollinates","Melilotus albus"
"Episyrphus balteatus","pollinates","Chelidonium majus"
"Episyrphus balteatus","pollinates","Vaccinium vitis-idaea"
"Episyrphus balteatus","pollinates","Tanacetum vulgare"
"Episyrphus balteatus","pollinates","Solidago virgaurea"
"Eupeodes corollae","visitsFlowersOf","Salix alba"
"Eupeodes corollae","visitsFlowersOf","Prunella vulgaris"
"Ferdinandea cuprea","visitsFlowersOf","Hedera helix"
"Scathophaga stercoraria","pollinates","Potentilla erecta"
"Scathophaga stercoraria","pollinates","Solidago virgaurea"
"Robinia pseudoacacia","interactsWith","Viscum album"
"Robinia pseudoacacia","interactsWith","Meripilus giganteus"
"Morus alba","interactsWith","Morus alba"
"Autographa gamma","interactsWith","Autographa gamma"
"Autographa gamma","interactsWith","Platanthera chlorantha"
"Gleditsia triacanthos","interactsWith","Apis mellifera"
"Vanessa atalanta","visitsFlowersOf","Medicago sativa"
"Vanessa atalanta","visitsFlowersOf","Trifolium pratense"
"Bombus lapidarius","visitsFlowersOf","Salix alba"
"Bombus lapidarius","visitsFlowersOf","Hedera helix"
"Bombus lapidarius","visitsFlowersOf","Medicago sativa"
"Bombus lapidarius","visitsFlowersOf","Vicia sepium"
"Bombus lapidarius","visitsFlowersOf","Onobrychis viciifolia"
"Bombus lapidarius","visitsFlowersOf","Reseda lutea"
"Bombus lapidarius","visitsFlowersOf","Convolvulus arvensis"
"Bombus lapidarius","visitsFlowersOf","Veronica persica"
"Bombus lapidarius","visitsFlowersOf","Cirsium vulgare"
"Bombus lapidarius","visitsFlowersOf","Achillea millefolium"
"Bombus lapidarius","visitsFlowersOf","Geranium robertianum"
"Bombus lapidarius","pollinates","Trifolium repens"
"Bombus lapidarius","pollinates","Lotus corniculatus"
"Bombus lapidarius","pollinates","Eupatorium cannabinum"
"Bombus lapidarius","pollinates","Cirsium vulgare"
"Bombus lapidarius","pollinates","Tanacetum vulgare"
"Apis mellifera","visitsFlowersOf","Taraxacum offcinale"
"Apis mellifera","visitsFlowersOf","Cyanus segetum"
"Apis mellifera","visitsFlowersOf","Salix alba"
"Apis mellifera","visitsFlowersOf","Aquilegia vulgaris"
"Apis mellifera","visitsFlowersOf","Reseda lutea"
"Apis mellifera","visitsFlowersOf","Sambucus nigra"
"Apis mellifera","visitsFlowersOf","Eupatorium cannabinum"
"Apis mellifera","visitsFlowersOf","Silene latifolia"
"Apis mellifera","visitsFlowersOf","Geranium robertianum"
"Apis mellifera","pollinates","Trifolium pratense"
"Apis mellifera","pollinates","Galega officinalis"
"Apis mellifera","pollinates","Empetrum nigrum"
"Apis mellifera","pollinates","Vaccinium vitis-idaea"
"Apis mellifera","pollinates","Solidago virgaurea"
"Apis mellifera","interactsWith","Taraxacum offcinale"
"Apis mellifera","interactsWith","Cardaria draba"
"Apis mellifera","interactsWith","Robinia pseudoacacia"
"Apis mellifera","interactsWith","Gleditsia triacanthos"
"Apis mellifera","hasHost","Iris pseudacorus"
"Apis mellifera","eats","Morus alba"
"Apis mellifera","eats","Ricinus communis"
"Volucella bombylans","eats","Bistorta officinalis"
"Agrotis exclamationis","visitsFlowersOf","Eupatorium cannabinum"
"Agrotis exclamationis","interactsWith","Eupatorium cannabinum"
"Coenonympha pamphilus","interactsWith","Coenonympha pamphilus"
"Coenonympha pamphilus","interactsWith","Drosera rotundifolia"
"Pararge aegeria","visitsFlowersOf","Trifolium repens"
"Pararge aegeria","visits","Prunus spinosa"
"Pararge aegeria","interactsWith","Glechoma hederacea"
"Mantis religiosa","preysOn","Pyronia tithonus"
"Polistes dominula","visitsFlowersOf","Hylotelephium telephium"
"Polistes dominula","visitsFlowersOf","Tanacetum vulgare"
"Polistes dominula","visitsFlowersOf","Cirsium arvense"
"Polistes dominula","visitsFlowersOf","Eryngium maritimum"
"Polistes dominula","visitsFlowersOf","Melilotus albus"
"Polistes dominula","visits","Polistes dominula"
"Polistes dominula","visits","Taraxacum officinale"
"Polistes dominula","visits","Sedum album"
"Polistes dominula","visits","Tanacetum vulgare"
"Polistes dominula","visits","Cornus sanguinea"
"Polistes dominula","preysOn","Pyrrhocoris apterus"
"Polistes dominula","preysOn","Pieris rapae"
"Polistes dominula","interactsWith","Polistes dominula"
"Polistes dominula","interactsWith","Stellaria media"
"Polistes dominula","interactsWith","Cirsium arvense"
"Polistes dominula","interactsWith","Centaurea cyanus"
"Polistes dominula","hasHost","Achillea millefolium"
"Polistes dominula","eats","Taraxacum officinale"
"Polistes dominula","eats","Lotus corniculatus"
"Polistes dominula","eats","Cornus sanguinea"
"Epistrophe eligans","visitsFlowersOf","Euphorbia amygdaloides"
"Epistrophe eligans","visitsFlowersOf","Prunus spinosa"
"Epistrophe eligans","visitsFlowersOf","Stellaria media"
"Epistrophe eligans","visitsFlowersOf","Stellaria holostea"
"Epistrophe eligans","visitsFlowersOf","Chaerophyllum temulum"
"Epistrophe eligans","visitsFlowersOf","Veronica persica"
"Epistrophe eligans","visitsFlowersOf","Veronica officinalis"
"Epistrophe eligans","visitsFlowersOf","Veronica chamaedrys"
"Epistrophe eligans","visitsFlowersOf","Veronica beccabunga"
"Epistrophe eligans","visitsFlowersOf","Sambucus nigra"
"Epistrophe eligans","visitsFlowersOf","Vincetoxicum hirundinaria"
"Epistrophe eligans","visitsFlowersOf","Stellaria nemorum"
"Epistrophe eligans","visitsFlowersOf","Allium ursinum"
"Epistrophe eligans","visitsFlowersOf","Ficaria verna"
"Epistrophe eligans","visitsFlowersOf","Primula acaulis"
"Epistrophe eligans","interactsWith","Prunus spinosa"
"Epistrophe eligans","interactsWith","Corylus avellana"
"Melanostoma mellinum","visitsFlowersOf","Myosoton aquaticum"
"Melanostoma mellinum","visitsFlowersOf","Euphorbia amygdaloides"
"Melanostoma mellinum","visitsFlowersOf","Equisetum telmateia"
"Melanostoma mellinum","visitsFlowersOf","Geum rivale"
"Melanostoma mellinum","visitsFlowersOf","Lapsana communis"
"Melanostoma mellinum","visitsFlowersOf","Tussilago farfara"
"Melanostoma mellinum","visitsFlowersOf","Vicia sylvatica"
"Melanostoma mellinum","visitsFlowersOf","Trifolium repens"
"Melanostoma mellinum","visitsFlowersOf","Trifolium pratense"
"Melanostoma mellinum","visitsFlowersOf","Vicia villosa"
"Melanostoma mellinum","visitsFlowersOf","Vicia sepium"
"Melanostoma mellinum","visitsFlowersOf","Vicia sativa"
"Melanostoma mellinum","visitsFlowersOf","Medicago lupulina"
"Melanostoma mellinum","visitsFlowersOf","Prunus spinosa"
"Melanostoma mellinum","visitsFlowersOf","Anemone nemorosa"
"Melanostoma mellinum","visitsFlowersOf","Caltha palustris"
"Melanostoma mellinum","visitsFlowersOf","Campanula glomerata"
"Melanostoma mellinum","visitsFlowersOf","Stellaria media"
"Melanostoma mellinum","visitsFlowersOf","Malva sylvestris"
"Melanostoma mellinum","visitsFlowersOf","Capsella bursa-pastoris"
"Melanostoma mellinum","visitsFlowersOf","Convolvulus arvensis"
"Melanostoma mellinum","visitsFlowersOf","Stellaria holostea"
"Melanostoma mellinum","visitsFlowersOf","Chaerophyllum temulum"
"Melanostoma mellinum","visitsFlowersOf","Prunella vulgaris"
"Melanostoma mellinum","visitsFlowersOf","Ajuga reptans"
"Melanostoma mellinum","visitsFlowersOf","Origanum vulgare"
"Melanostoma mellinum","visitsFlowersOf","Veronica persica"
"Melanostoma mellinum","visitsFlowersOf","Veronica officinalis"
"Melanostoma mellinum","visitsFlowersOf","Veronica chamaedrys"
"Melanostoma mellinum","visitsFlowersOf","Veronica beccabunga"
"Melanostoma mellinum","visitsFlowersOf","Campanula persicifolia"
"Melanostoma mellinum","visitsFlowersOf","Stachys alpina"
"Melanostoma mellinum","visitsFlowersOf","Sonchus oleraceus"
"Melanostoma mellinum","visitsFlowersOf","Glechoma hederacea"
"Melanostoma mellinum","visitsFlowersOf","Cirsium vulgare"
"Melanostoma mellinum","visitsFlowersOf","Centaurea scabiosa"
"Melanostoma mellinum","visitsFlowersOf","Stellaria nemorum"
"Melanostoma mellinum","visitsFlowersOf","Potentilla erecta"
"Melanostoma mellinum","visitsFlowersOf","Allium ursinum"
"Melanostoma mellinum","visitsFlowersOf","Cirsium eriophorum"
"Melanostoma mellinum","visitsFlowersOf","Succisa pratensis"
"Melanostoma mellinum","visitsFlowersOf","Silene latifolia"
"Melanostoma mellinum","visitsFlowersOf","Ficaria verna"
"Melanostoma mellinum","visitsFlowersOf","Stachys sylvatica"
"Melanostoma mellinum","visitsFlowersOf","Cardamine pratensis"
"Melanostoma mellinum","visitsFlowersOf","Lamium maculatum"
"Melanostoma mellinum","visitsFlowersOf","Lamium album"
"Melanostoma mellinum","visitsFlowersOf","Primula acaulis"
"Melanostoma mellinum","visitsFlowersOf","Solidago virgaurea"
"Melanostoma mellinum","visitsFlowersOf","Cichorium intybus"
"Melanostoma mellinum","visits","Helianthemum nummularium"
"Melanostoma mellinum","interactsWith","Taraxacum officinale"
"Melanostoma mellinum","interactsWith","Stellaria media"
"Melanostoma mellinum","hasHost","Stellaria media"
"Melanostoma mellinum","eats","Taraxacum officinale"
"Melanostoma mellinum","eats","Prunus spinosa"
"Polyommatus icarus","visitsFlowersOf","Lychnis flos-cuculi"
"Polyommatus icarus","visitsFlowersOf","Dipsacus fullonum"
"Polyommatus icarus","visitsFlowersOf","Potentilla anserina"
"Polyommatus icarus","visitsFlowersOf","Anthyllis vulneraria"
"Polyommatus icarus","visitsFlowersOf","Geranium pratense"
"Polyommatus icarus","visitsFlowersOf","Vicia sylvatica"
"Polyommatus icarus","visitsFlowersOf","Melilotus albus"
"Polyommatus icarus","visitsFlowersOf","Vicia villosa"
"Polyommatus icarus","visitsFlowersOf","Vicia sepium"
"Polyommatus icarus","visitsFlowersOf","Vicia sativa"
"Polyommatus icarus","visitsFlowersOf","Lathyrus pratensis"
"Polyommatus icarus","visitsFlowersOf","Medicago lupulina"
"Polyommatus icarus","visitsFlowersOf","Mentha aquatica"
"Polyommatus icarus","visitsFlowersOf","Stellaria media"
"Polyommatus icarus","visitsFlowersOf","Primula veris"
"Polyommatus icarus","visitsFlowersOf","Reseda lutea"
"Polyommatus icarus","visitsFlowersOf","Echium vulgare"
"Polyommatus icarus","visitsFlowersOf","Verbena officinalis"
"Polyommatus icarus","visitsFlowersOf","Prunella vulgaris"
"Polyommatus icarus","visitsFlowersOf","Ajuga reptans"
"Polyommatus icarus","visitsFlowersOf","Thymus pulegioides"
"Polyommatus icarus","visitsFlowersOf","Cirsium vulgare"
"Polyommatus icarus","visitsFlowersOf","Bellis perennis"
"Polyommatus icarus","visitsFlowersOf","Centaurea scabiosa"
"Polyommatus icarus","visitsFlowersOf","Linaria vulgaris"
"Polyommatus icarus","visitsFlowersOf","Achillea millefolium"
"Polyommatus icarus","visitsFlowersOf","Potentilla erecta"
"Polyommatus icarus","visitsFlowersOf","Cirsium eriophorum"
"Polyommatus icarus","visitsFlowersOf","Succisa pratensis"
"Polyommatus icarus","visitsFlowersOf","Geranium robertianum"
"Polyommatus icarus","visitsFlowersOf","Centaurium erythraea"
"Polyommatus icarus","visitsFlowersOf","Sanguisorba minor"
"Polyommatus icarus","visitsFlowersOf","Ficaria verna"
"Polyommatus icarus","visitsFlowersOf","Epilobium hirsutum"
"Polyommatus icarus","visitsFlowersOf","Ononis spinosa"
"Polyommatus icarus","visitsFlowersOf","Clinopodium vulgare"
"Polyommatus icarus","visitsFlowersOf","Geranium phaeum"
"Polyommatus icarus","visits","Medicago sativa"
"Polyommatus icarus","visits","Cirsium arvense"
"Polyommatus icarus","interactsWith","Polyommatus icarus"
"Polyommatus icarus","visitsFlowersOf","Cardamine pratensis"
"Polyommatus icarus","visitsFlowersOf","Veronica persica"
"Polyommatus icarus","visitsFlowersOf","Asclepias syriaca"
"Polyommatus icarus","visitsFlowersOf","Tanacetum parthenium"
"Polyommatus icarus","visitsFlowersOf","Eryngium campestre"
"Polyommatus icarus","visits","Plantago lanceolata"
"Polyommatus icarus","visits","Mentha longifolia"
"Polyommatus icarus","interactsWith","Mentha longifolia"
"Polyommatus icarus","interactsWith","Heliotropium europaeum"
"Polyommatus icarus","interactsWith","Lycaena phlaeas"
"Polyommatus icarus","hasHost","Lathyrus tuberosus"
"Polyommatus icarus","eats","Pilosella aurantiaca"
"Helophilus trivittatus","visitsFlowersOf","Mentha aquatica"
"Helophilus trivittatus","visitsFlowersOf","Origanum vulgare"
"Helophilus trivittatus","visitsFlowersOf","Sonchus oleraceus"
"Helophilus trivittatus","visitsFlowersOf","Cirsium vulgare"
"Helophilus trivittatus","visitsFlowersOf","Centaurea scabiosa"
"Helophilus trivittatus","visitsFlowersOf","Cirsium eriophorum"
"Helophilus trivittatus","visitsFlowersOf","Succisa pratensis"
"Helophilus trivittatus","visitsFlowersOf","Ficaria verna"
"Helophilus trivittatus","pollinates","Mentha aquatica"
"Helophilus trivittatus","pollinates","Eupatorium cannabinum"
"Helophilus trivittatus","visitsFlowersOf","Tanacetum vulgare"
"Helophilus trivittatus","visits","Eupatorium cannabinum"
"Helophilus trivittatus","visits","Erigeron annuus"
"Helophilus trivittatus","visits","Cirsium arvense"
"Helophilus trivittatus","visits","Mentha aquatica"
"Helophilus trivittatus","interactsWith","Urtica dioica"
"Helophilus trivittatus","interactsWith","Cirsium arvense"
"Helophilus trivittatus","eats","Eupatorium cannabinum"
"Xanthogramma pedissequum","visitsFlowersOf","Mentha aquatica"
"Xanthogramma pedissequum","visitsFlowersOf","Convolvulus arvensis"
"Xanthogramma pedissequum","visitsFlowersOf","Cornus sanguinea"
"Xanthogramma pedissequum","visitsFlowersOf","Thymus pulegioides"
"Xanthogramma pedissequum","visitsFlowersOf","Centaurea scabiosa"
"Xanthogramma pedissequum","visitsFlowersOf","Ficaria verna"
"Xanthogramma festiva","visitsFlowersOf","Potentilla anserina"
"Xanthogramma festiva","visitsFlowersOf","Carlina acaulis"
"Xanthogramma festiva","visitsFlowersOf","Convolvulus arvensis"
"Xanthogramma festiva","visitsFlowersOf","Lapsana communis"
"Xanthogramma festiva","visitsFlowersOf","Prunus spinosa"
"Xanthogramma festiva","visitsFlowersOf","Mentha aquatica"
"Xanthogramma festiva","visitsFlowersOf","Origanum vulgare"
"Xanthogramma festiva","visitsFlowersOf","Plantago lanceolata"
"Xanthogramma festiva","visitsFlowersOf","Helianthemum nummularium"
"Xanthogramma festiva","visitsFlowersOf","Cirsium vulgare"
"Xanthogramma festiva","visitsFlowersOf","Cirsium arvense"
"Xanthogramma festiva","visitsFlowersOf","Centaurea scabiosa"
"Xanthogramma festiva","visitsFlowersOf","Potentilla erecta"
"Xanthogramma festiva","visitsFlowersOf","Cirsium eriophorum"
"Xanthogramma festiva","visitsFlowersOf","Ficaria verna"
"Criorhina berberina","visitsFlowersOf","Stellaria holostea"
"Criorhina berberina","visitsFlowersOf","Cirsium vulgare"
"Criorhina berberina","visitsFlowersOf","Cirsium arvense"
"Criorhina berberina","visitsFlowersOf","Cirsium eriophorum"
"Criorhina berberina","visitsFlowersOf","Silene latifolia"
"Criorhina berberina","visitsFlowersOf","Silene dioica"
"Hedera helix","visitsFlowersOf","Hedera helix"
"Hedera helix","visitsFlowersOf","Vespa crabro"
"Hedera helix","interactsWith","Euplagia quadripunctaria"
"Hedera helix","interactsWith","Chrysolina polita"
"Hedera helix","interactsWith","Juglans regia"
"Hedera helix","interactsWith","Turdus viscivorus"
"Hedera helix","hasDispersalVector","Sturnus vulgaris"
"Hedera helix","hasDispersalVector","Pyrrhula pyrrhula"
"Hedera helix","hasDispersalVector","Turdus pilaris"
"Hedera helix","hasDispersalVector","Columba palumbus"
"Quercus robur","interactsWith","Andricus quercuscalicis"
"Quercus robur","interactsWith","Laetiporus sulphureus"
"Quercus robur","interactsWith","Certhia familiaris"
"Quercus robur","interactsWith","Viscum album"
"Quercus robur","interactsWith","Fomes fomentarius"
"Quercus robur","hasHost","Quercus robur"
"Alnus glutinosa","interactsWith","Agelastica alni"
"Alnus glutinosa","interactsWith","Pentatoma rufipes"
"Alnus glutinosa","interactsWith","Kleidocerys resedae"
"Alnus glutinosa","interactsWith","Gonocerus acuteangulatus"
"Alnus glutinosa","createsHabitatFor","Barbastella barbastellus"
"Cervus elaphus","eats","Viscum album"
"Cervus elaphus","eats","Vaccinium myrtillus"
"Cervus elaphus","eats","Primula elatior"
"Cervus elaphus","eats","Cruciata glabra"
"Cervus elaphus","eats","Prunus spinosa"
"Cervus elaphus","eats","Hypericum perforatum"
"Cervus elaphus","eats","Lysimachia vulgaris"
"Cervus elaphus","eats","Lythrum salicaria"
"Cervus elaphus","eats","Prunella vulgaris"
"Cervus elaphus","eats","Sambucus nigra"
"Cervus elaphus","eats","Galium aparine"
"Cervus elaphus","eats","Taxus baccata"
"Coenonympha pamphilus","visitsFlowersOf","Persicaria bistorta"
"Coenonympha pamphilus","visitsFlowersOf","Potentilla anserina"
"Coenonympha pamphilus","visitsFlowersOf","Anthyllis vulneraria"
"Coenonympha pamphilus","visitsFlowersOf","Dactylorhiza fuchsii"
"Coenonympha pamphilus","visitsFlowersOf","Vicia sylvatica"
"Coenonympha pamphilus","visitsFlowersOf","Trifolium repens"
"Coenonympha pamphilus","visitsFlowersOf","Trifolium pratense"
"Coenonympha pamphilus","visitsFlowersOf","Vicia villosa"
"Coenonympha pamphilus","visitsFlowersOf","Vicia sepium"
"Coenonympha pamphilus","visitsFlowersOf","Vicia sativa"
"Coenonympha pamphilus","visitsFlowersOf","Lathyrus pratensis"
"Coenonympha pamphilus","visitsFlowersOf","Lotus corniculatus"
"Coenonympha pamphilus","visitsFlowersOf","Mentha aquatica"
"Coenonympha pamphilus","visitsFlowersOf","Clinopodium acinos"
"Coenonympha pamphilus","visitsFlowersOf","Stellaria media"
"Coenonympha pamphilus","visitsFlowersOf","Stellaria holostea"
"Coenonympha pamphilus","visitsFlowersOf","Linum catharticum"
"Coenonympha pamphilus","visitsFlowersOf","Echium vulgare"
"Coenonympha pamphilus","visitsFlowersOf","Prunella vulgaris"
"Coenonympha pamphilus","visitsFlowersOf","Origanum vulgare"
"Coenonympha pamphilus","visitsFlowersOf","Thymus pulegioides"
"Coenonympha pamphilus","visitsFlowersOf","Cirsium vulgare"
"Coenonympha pamphilus","visitsFlowersOf","Cirsium arvense"
"Coenonympha pamphilus","visitsFlowersOf","Bellis perennis"
"Coenonympha pamphilus","visitsFlowersOf","Centaurea scabiosa"
"Coenonympha pamphilus","visitsFlowersOf","Scabiosa columbaria"
"Coenonympha pamphilus","visitsFlowersOf","Potentilla erecta"
"Coenonympha pamphilus","visitsFlowersOf","Dactylorhiza praetermissa"
"Coenonympha pamphilus","visitsFlowersOf","Dactylorhiza purpurella"
"Coenonympha pamphilus","visitsFlowersOf","Cirsium eriophorum"
"Coenonympha pamphilus","visitsFlowersOf","Succisa pratensis"
"Coenonympha pamphilus","visitsFlowersOf","Centaurium erythraea"
"Coenonympha pamphilus","visitsFlowersOf","Ficaria verna"
"Coenonympha pamphilus","visitsFlowersOf","Tanacetum parthenium"
"Coenonympha pamphilus","visitsFlowersOf","Cardamine pratensis"
"Coenonympha pamphilus","visitsFlowersOf","Achillea ptarmica"
"Coenonympha pamphilus","pollinates","Vaccinium vitis-idaea"
"Coenonympha pamphilus","pollinates","Arnica montana"
"Coenonympha pamphilus","pollinates","Potentilla erecta"
"Coenonympha pamphilus","pollinates","Solidago virgaurea"
"Coenonympha pamphilus","visitsFlowersOf","Cruciata laevipes"
"Coenonympha pamphilus","visitsFlowersOf","Silene vulgaris"
"Coenonympha pamphilus","visitsFlowersOf","Taraxacum officinale"
"Coenonympha pamphilus","visitsFlowersOf","Lythrum salicaria"
"Coenonympha pamphilus","visitsFlowersOf","Veronica persica"
"Coenonympha pamphilus","visitsFlowersOf","Veronica officinalis"
"Coenonympha pamphilus","visitsFlowersOf","Erigeron annuus"
"Coenonympha pamphilus","visitsFlowersOf","Eryngium campestre"
"Coenonympha pamphilus","eats","Achillea millefolium"
"Vanessa atalanta","visitsFlowersOf","Alliaria petiolata"
"Vanessa atalanta","visitsFlowersOf","Lythrum salicaria"
"Vanessa atalanta","visitsFlowersOf","Mentha longifolia"
"Vanessa atalanta","visitsFlowersOf","Succisa pratensis"
"Vanessa atalanta","visits","Eupatorium cannabinum"
"Vanessa atalanta","visits","Urtica dioica"
"Vanessa atalanta","interactsWith","Eupatorium cannabinum"
"Vanessa atalanta","interactsWith","Trifolium pratense"
"Vanessa atalanta","interactsWith","Glechoma hederacea"
"Vanessa atalanta","interactsWith","Dipsacus fullonum"
"Vanessa atalanta","hasHost","Eupatorium cannabinum"
"Vanessa atalanta","eats","Taraxacum officinale"
"Vanessa atalanta","eats","Achillea millefolium"
"Vanessa atalanta","eats","Bellis perennis"
"Vanessa atalanta","eats","Conium maculatum"
"Autographa gamma","visitsFlowersOf","Medicago sativa"
"Autographa gamma","visitsFlowersOf","Linaria vulgaris"
"Autographa gamma","visitsFlowersOf","Taraxacum officinale"
"Autographa gamma","visitsFlowersOf","Sambucus ebulus"
"Autographa gamma","visits","Silene latifolia"
"Autographa gamma","interactsWith","Centaurea scabiosa"
"Autographa gamma","hasHost","Medicago sativa"
"Autographa gamma","eats","Trifolium pratense"
"Autographa gamma","eats","Tanacetum vulgare"
"Autographa gamma","pollinates","Platanthera chlorantha"
"Pholidoptera griseoaptera","visitsFlowersOf","Taraxacum officinale"
